# u |D(u)|
2.869666854178386295e+00 4.778644500470134271e-04
2.869904369023063673e+00 5.567698253356010048e-04
2.870141883867741495e+00 5.446582450080179449e-04
2.870379398712419317e+00 4.444931667536345158e-04
2.870616913557097138e+00 2.786012182921775312e-04
2.870854428401774960e+00 1.201388578822747203e-04
2.871091943246452782e+00 2.187196545167013938e-04
2.871329458091130604e+00 3.929402058138535786e-04
2.871566972935808426e+00 5.132419246173141377e-04
2.871804487780486248e+00 5.508253918856668334e-04
2.872042002625164070e+00 4.986006450971774756e-04
2.872279517469841892e+00 3.676540990316903737e-04
2.872517032314519714e+00 1.924151062603309448e-04
2.872754547159197536e+00 1.317359230473979679e-04
2.872992062003875358e+00 2.960610088045307503e-04
2.873229576848553180e+00 4.480812848021132298e-04
2.873467091693230557e+00 5.312426548433828817e-04
2.873704606537908379e+00 5.280493827580057904e-04
2.873942121382586201e+00 4.395558935156907462e-04
2.874179636227264023e+00 2.853409687213550607e-04
2.874417151071941845e+00 1.266987816598671621e-04
2.874654665916619667e+00 1.970279766937957551e-04
2.874892180761297489e+00 3.656535075511280425e-04
2.875129695605975311e+00 4.877447231974649374e-04
2.875367210450653133e+00 5.320632200528526128e-04
2.875604725295330955e+00 4.898837254121241264e-04
2.875842240140008776e+00 3.701568492437230448e-04
2.876079754984686598e+00 2.033947975717842222e-04
2.876317269829364420e+00 1.221996095844572663e-04
2.876554784674042242e+00 2.721123341870179289e-04
2.876792299518720064e+00 4.233401685649016430e-04
2.877029814363397442e+00 5.111444342901401428e-04
2.877267329208075264e+00 5.163325943959063986e-04
2.877504844052753086e+00 4.381517393086322852e-04
2.877742358897430908e+00 2.937384938991299669e-04
2.877979873742108730e+00 1.353104176911952745e-04
2.878217388586786551e+00 1.783785564506728985e-04
2.878454903431464373e+00 3.423506818966472209e-04
2.878692418276142195e+00 4.670030939415982215e-04
2.878929933120820017e+00 5.180430477063981175e-04
2.879167447965497839e+00 4.850913043009355725e-04
2.879404962810175661e+00 3.751240788098592549e-04
2.879642477654853483e+00 2.153260966609992779e-04
2.879879992499531305e+00 1.163606964491109509e-04
2.880117507344209127e+00 2.511773205581541287e-04
2.880355022188886949e+00 4.025651931191999585e-04
2.880592537033564327e+00 4.954258245215483348e-04
2.880830051878242148e+00 5.086708394419053305e-04
2.881067566722919970e+00 4.397970048080386421e-04
2.881305081567597792e+00 3.037352292794097668e-04
2.881542596412275614e+00 1.456548090715954985e-04
2.881780111256953436e+00 1.622923619618401366e-04
2.882017626101631258e+00 3.221756732170070548e-04
2.882255140946309080e+00 4.501129113538316641e-04
2.882492655790986902e+00 5.079826259071310588e-04
2.882730170635664724e+00 4.836980813402646726e-04
2.882967685480342546e+00 3.823734682747707185e-04
2.883205200325020368e+00 2.283262286577065613e-04
2.883442715169698189e+00 1.141197653485212494e-04
2.883680230014376011e+00 2.326190107186006388e-04
2.883917744859053833e+00 3.849947612002707783e-04
2.884155259703731211e+00 4.833796768896872400e-04
2.884392774548409033e+00 5.045380239884885093e-04
2.884630289393086855e+00 4.442354382590983012e-04
2.884867804237764677e+00 3.153779878324388265e-04
2.885105319082442499e+00 1.575733144446157352e-04
2.885342833927120321e+00 1.484895628427517020e-04
2.885580348771798143e+00 3.045027629777001229e-04
2.885817863616475965e+00 4.364495667671465019e-04
2.886055378461153786e+00 5.013807176270835718e-04
2.886292893305831608e+00 4.854134289672152876e-04
2.886530408150509430e+00 3.918715060067285046e-04
2.886767922995187252e+00 2.425650731957492724e-04
2.887005437839865074e+00 1.153627967852011160e-04
2.887242952684542896e+00 2.159658267053595881e-04
2.887480467529220718e+00 3.700852927146742002e-04
2.887717982373898096e+00 4.745428427057467075e-04
2.887955497218575918e+00 5.036361418956297005e-04
2.888193012063253740e+00 4.513844687774274528e-04
2.888430526907931561e+00 3.288038378771496770e-04
2.888668041752609383e+00 1.710417937951509530e-04
2.888905556597287205e+00 1.368618662528373682e-04
2.889143071441965027e+00 2.888667128134414465e-04
2.889380586286642849e+00 4.255912017705130155e-04
2.889618101131320671e+00 4.979477065407974341e-04
2.889855615975998493e+00 4.901312011219647723e-04
2.890093130820676315e+00 4.037108241134807407e-04
2.890330645665354137e+00 2.582707983382627991e-04
2.890568160510031959e+00 1.199339924677690514e-04
2.890805675354709781e+00 2.008660082657705119e-04
2.891043190199387602e+00 3.574523929145831044e-04
2.891280705044064980e+00 4.686400122958097009e-04
2.891518219888742802e+00 5.058516787314846228e-04
2.891755734733420624e+00 4.613114383014037452e-04
2.891993249578098446e+00 3.442403038166200798e-04
2.892230764422776268e+00 1.861529168688939883e-04
2.892468279267454090e+00 1.274624946319235889e-04
2.892705794112131912e+00 2.749183572640485581e-04
2.892943308956809734e+00 4.172742963098398134e-04
2.893180823801487556e+00 4.975697684009452006e-04
2.893418338646165378e+00 4.979086338888569089e-04
2.893655853490843199e+00 4.181073078515565029e-04
2.893893368335521021e+00 2.757428273878140138e-04
2.894130883180198843e+00 1.276642719339185690e-04
2.894368398024876665e+00 1.870597273374235514e-04
2.894605912869554487e+00 3.468358287188926989e-04
2.894843427714231865e+00 4.655554479302678934e-04
2.895080942558909687e+00 5.112391579984971275e-04
2.895318457403587509e+00 4.742317085574274463e-04
2.895555972248265331e+00 3.620182626108430402e-04
2.895793487092943153e+00 2.031107791457786285e-04
2.896031001937620974e+00 1.205028374595368365e-04
2.896268516782298796e+00 2.623964773124555375e-04
2.896506031626976618e+00 4.113716371472854005e-04
2.896743546471654440e+00 5.002976669019106731e-04
2.896981061316332262e+00 5.089679620804740245e-04
2.897218576161010084e+00 4.354141834093238771e-04
2.897456091005687906e+00 2.953735697251356996e-04
2.897693605850365728e+00 1.384326794088712497e-04
2.897931120695043550e+00 1.743638216003819640e-04
2.898168635539721372e+00 3.380814280718814945e-04
2.898406150384398750e+00 4.653264440168352451e-04
2.898643665229076571e+00 5.200274746843191413e-04
2.898881180073754393e+00 4.905268102569988915e-04
2.899118694918432215e+00 3.825985922287329036e-04
2.899356209763110037e+00 2.222395659033984938e-04
2.899593724607787859e+00 1.163416824879410426e-04
2.899831239452465681e+00 2.511110854812774809e-04
2.900068754297143503e+00 4.078887000939992883e-04
2.900306269141821325e+00 5.063578309854302375e-04
2.900543783986499147e+00 5.237204528711808570e-04
2.900781298831176969e+00 4.561548492919422306e-04
2.901018813675854791e+00 3.176823645345424837e-04
2.901256328520532612e+00 1.522312160687344510e-04
2.901493843365210434e+00 1.626670427425581835e-04
2.901731358209888256e+00 3.311373902579224518e-04
2.901968873054565634e+00 4.681579564898356014e-04
2.902206387899243456e+00 5.326505335679026067e-04
2.902443902743921278e+00 5.107859714364959515e-04
2.902681417588599100e+00 4.066171614437755167e-04
2.902918932433276922e+00 2.440087891532265294e-04
2.903156447277954744e+00 1.154520983311007676e-04
2.903393962122632566e+00 2.409360818154313000e-04
2.903631476967310387e+00 4.069792225284367794e-04
2.903868991811988209e+00 5.161891062742679373e-04
2.904106506656666031e+00 5.428183381800991917e-04
2.904344021501343853e+00 4.810810692566129337e-04
2.904581536346021675e+00 3.433680701833270689e-04
2.904819051190699497e+00 1.692204232802985164e-04
2.905056566035377319e+00 1.519358811006738821e-04
2.905294080880055141e+00 3.260663415924767083e-04
2.905531595724732519e+00 4.744634926386671111e-04
2.905769110569410341e+00 5.498102032803546492e-04
2.906006625414088163e+00 5.358806283220083266e-04
2.906244140258765984e+00 4.349576590100589558e-04
2.906481655103443806e+00 2.690806215557414922e-04
2.906719169948121628e+00 1.183636403937918469e-04
2.906956684792799450e+00 2.318117831584098475e-04
2.907194199637477272e+00 4.089862576797405184e-04
2.907431714482155094e+00 5.305159039483806245e-04
2.907669229326832916e+00 5.672480872410740798e-04
2.907906744171510738e+00 5.112703706622941276e-04
2.908144259016188560e+00 3.733918749718966295e-04
2.908381773860866382e+00 1.897827441097442198e-04
2.908619288705544204e+00 1.422327118413547445e-04
2.908856803550222025e+00 3.230795485888286484e-04
2.909094318394899403e+00 4.849455860762702780e-04
2.909331833239577225e+00 5.725896251691504728e-04
2.909569348084255047e+00 5.670916836217557025e-04
2.909806862928932869e+00 4.688702171979260689e-04
2.910044377773610691e+00 2.983904672691531064e-04
2.910281892618288513e+00 1.256079536192980484e-04
2.910519407462966335e+00 2.237613517251040669e-04
2.910756922307644157e+00 4.145240232004919739e-04
2.910994437152321979e+00 5.504809689619290323e-04
2.911231951996999801e+00 5.984924347546488957e-04
2.911469466841677622e+00 5.482895223662318483e-04
2.911706981686355444e+00 4.091115292256470638e-04
2.911944496531033266e+00 2.145920871527295264e-04
2.912182011375711088e+00 1.337485129960071315e-04
2.912419526220388910e+00 3.226089263339512216e-04
2.912657041065066288e+00 5.007444742716719724e-04
2.912894555909744110e+00 6.026538080878777320e-04
2.913132070754421932e+00 6.063286298286201925e-04
2.913369585599099754e+00 5.101700595109452197e-04
2.913607100443777576e+00 3.332822482996343916e-04
2.913844615288455397e+00 1.377195022837905290e-04
2.914082130133133219e+00 2.169321067271325054e-04
2.914319644977811041e+00 4.246339798292140199e-04
2.914557159822488863e+00 5.778860837579095737e-04
2.914794674667166685e+00 6.388166562358263715e-04
2.915032189511844507e+00 5.944771093209576078e-04
2.915269704356522329e+00 4.525073461867160085e-04
2.915507219201200151e+00 2.447252232278722753e-04
2.915744734045877973e+00 1.268484544805871322e-04
2.915982248890555795e+00 3.254526196361548322e-04
2.916219763735233172e+00 5.237162264626314418e-04
2.916457278579910994e+00 6.426144262950440889e-04
2.916694793424588816e+00 6.565203121972293951e-04
2.916932308269266638e+00 5.615841736790253263e-04
2.917169823113944460e+00 3.757399955703144903e-04
2.917407337958622282e+00 1.553238003173562946e-04
2.917644852803300104e+00 2.116896358908876470e-04
2.917882367647977926e+00 4.410897932504882226e-04
2.918119882492655748e+00 6.156450266617243200e-04
2.918357397337333570e+00 6.917964755909507919e-04
2.918594912182011392e+00 6.534550148242975484e-04
2.918832427026689214e+00 5.065806895964967320e-04
2.919069941871367035e+00 2.818521586680946384e-04
2.919307456716044857e+00 1.221104252106119275e-04
2.919544971560722679e+00 3.330794801013686138e-04
2.919782486405400057e+00 5.569786541569195703e-04
2.920020001250077879e+00 6.967285250315127061e-04
2.920257516094755701e+00 7.223499120789445482e-04
2.920495030939433523e+00 6.273891771552088034e-04
2.920732545784111345e+00 4.287985647091292134e-04
2.920970060628789167e+00 1.792930156378249576e-04
2.921207575473466989e+00 2.088403001166594559e-04
2.921445090318144810e+00 4.670297824716047527e-04
2.921682605162822632e+00 6.686905741497909663e-04
2.921920120007500454e+00 7.633540427601985361e-04
2.922157634852178276e+00 7.311122195551390595e-04
2.922395149696856098e+00 5.760961145972520519e-04
2.922632664541533920e+00 3.285646162053816361e-04
2.922870179386211742e+00 1.202805108845065408e-04
2.923107694230889564e+00 3.483137855011591774e-04
2.923345209075566942e+00 6.060650648295135348e-04
2.923582723920244764e+00 7.723379237971343854e-04
2.923820238764922586e+00 8.117383412758063339e-04
2.924057753609600407e+00 7.146640514701362587e-04
2.924295268454278229e+00 4.973036108513810257e-04
2.924532783298956051e+00 2.108928134616130240e-04
2.924770298143633873e+00 2.102122606500226286e-04
2.925007812988311695e+00 5.083890029979604283e-04
2.925245327832989517e+00 7.459530400465217001e-04
2.925482842677667339e+00 8.639654242765595904e-04
2.925720357522345161e+00 8.376482224743528240e-04
2.925957872367022983e+00 6.690536533258027111e-04
2.926195387211700805e+00 3.889258223627426619e-04
2.926432902056378627e+00 1.219257957968412209e-04
2.926670416901056448e+00 3.770454038368274826e-04
2.926907931745733826e+00 6.816222405836677885e-04
2.927145446590411648e+00 8.831358237000930039e-04
2.927382961435089470e+00 9.391224574108964027e-04
2.927620476279767292e+00 8.359526143884497785e-04
2.927857991124445114e+00 5.893695446235401288e-04
2.928095505969122936e+00 2.516712285589730951e-04
2.928333020813800758e+00 2.204123407951068324e-04
2.928570535658478580e+00 5.775567917575499420e-04
2.928808050503156402e+00 8.652008607634646253e-04
2.929045565347834224e+00 1.013899156674281585e-03
2.929283080192512045e+00 9.922458733454633285e-04
2.929520595037189867e+00 7.998102328473434856e-04
2.929758109881867689e+00 4.692203798130903858e-04
2.929995624726545511e+00 1.262079249364437671e-04
2.930233139571223333e+00 4.331629917069247616e-04
2.930470654415900711e+00 8.066493747520710579e-04
2.930708169260578533e+00 1.057600300593398383e-03
2.930945684105256355e+00 1.133595794715722528e-03
2.931183198949934177e+00 1.015458991364307818e-03
2.931420713794611999e+00 7.191104669971442069e-04
2.931658228639289820e+00 3.017637328738006857e-04
2.931895743483967642e+00 2.532545049877670549e-04
2.932133258328645464e+00 7.044142337524109771e-04
2.932370773173323286e+00 1.066887252026020583e-03
2.932608288018001108e+00 1.257544779137060621e-03
2.932845802862678930e+00 1.235069939864645626e-03
2.933083317707356752e+00 9.959290219378603808e-04
2.933320832552034574e+00 5.774116649300484183e-04
2.933558347396712396e+00 1.279040269207199940e-04
2.933795862241390218e+00 5.559958406137213097e-04
2.934033377086067595e+00 1.040045254642806482e-03
2.934270891930745417e+00 1.364923184406948353e-03
2.934508406775423239e+00 1.462279571159494406e-03
2.934745921620101061e+00 1.304502327478062598e-03
2.934983436464778883e+00 9.094320532688768884e-04
2.935220951309456705e+00 3.475060258884726566e-04
2.935458466154134527e+00 3.615331576933979271e-04
2.935695980998812349e+00 9.787294049719594095e-04
2.935933495843490171e+00 1.463388090126314977e-03
2.936171010688167993e+00 1.710316725341870904e-03
2.936408525532845815e+00 1.661113756103700786e-03
2.936646040377523637e+00 1.308665830224210866e-03
2.936883555222201458e+00 7.028826067720818490e-04
2.937121070066879280e+00 1.526782065225649229e-04
2.937358584911557102e+00 8.938861290925613880e-04
2.937596099756234480e+00 1.577266428011490744e-03
2.937833614600912302e+00 2.014048753184464937e-03
2.938071129445590124e+00 2.104244625970800274e-03
2.938308644290267946e+00 1.806350911648854033e-03
2.938546159134945768e+00 1.148900810450607024e-03
2.938783673979623590e+00 2.527120408170017854e-04
2.939021188824301412e+00 8.292243139304721544e-04
2.939258703668979233e+00 1.781091724197488273e-03
2.939496218513657055e+00 2.469328532841508564e-03
2.939733733358334877e+00 2.736825326464353836e-03
2.939971248203012699e+00 2.501619486195929935e-03
2.940208763047690521e+00 1.784467012085056781e-03
2.940446277892368343e+00 7.295214743744071707e-04
2.940683792737046165e+00 4.468260889944021736e-04
2.940921307581723987e+00 1.298488019434929346e-03
2.941158822426401365e+00 1.448348326569273920e-03
2.941396337271079187e+00 4.337205303493556468e-04
2.941633852115757009e+00 2.161495974289186477e-03
2.941871366960434830e+00 6.653874947606069727e-03
2.942108881805112652e+00 1.320843722485243871e-02
2.942346396649790474e+00 2.179717922044087375e-02
2.942583911494468296e+00 3.217840557514076855e-02
2.942821426339146118e+00 4.389952330025941041e-02
2.943058941183823940e+00 5.632470372902245032e-02
2.943296456028501762e+00 6.868541603626694692e-02
2.943533970873179584e+00 8.014886291816918085e-02
2.943771485717857406e+00 8.989693089801369108e-02
2.944009000562535228e+00 9.720674495717246399e-02
2.944246515407213050e+00 1.015235085478301547e-01
2.944484030251890871e+00 1.025170854528626718e-01
2.944721545096568249e+00 1.001156496544963470e-01
2.944959059941246071e+00 9.451245534914606838e-02
2.945196574785923893e+00 8.614500756768422862e-02
2.945434089630601715e+00 7.564922328230624937e-02
2.945671604475279537e+00 6.379413281546453263e-02
2.945909119319957359e+00 5.140490092448160575e-02
2.946146634164635181e+00 3.928316670526162818e-02
2.946384149009313003e+00 2.813377080078819856e-02
2.946621663853990825e+00 1.850587369869350143e-02
2.946859178698668646e+00 1.075444428853523926e-02
2.947096693543346468e+00 5.025470123004311361e-03
2.947334208388024290e+00 1.266798934509282427e-03
2.947571723232702112e+00 7.648851075852190328e-04
2.947809238077379934e+00 1.387318795430458277e-03
2.948046752922057756e+00 1.038636794665917604e-03
2.948284267766735134e+00 1.623350875203551905e-04
2.948521782611412956e+00 9.121918095565101749e-04
2.948759297456090778e+00 1.804916881030271033e-03
2.948996812300768600e+00 2.339099518677032179e-03
2.949234327145446422e+00 2.422351423743355613e-03
2.949471841990124243e+00 2.068604548841075814e-03
2.949709356834802065e+00 1.376241918252110686e-03
2.949946871679479887e+00 5.003789310008499797e-04
2.950184386524157709e+00 4.135545682773210927e-04
2.950421901368835531e+00 1.161378628404814315e-03
2.950659416213513353e+00 1.651405205036827898e-03
2.950896931058191175e+00 1.814995908185165980e-03
2.951134445902868997e+00 1.649054394041090396e-03
2.951371960747546819e+00 1.207778709749652343e-03
2.951609475592224641e+00 5.902674443591631858e-04
2.951846990436902018e+00 1.390265750528860264e-04
2.952084505281579840e+00 7.249153876151796664e-04
2.952322020126257662e+00 1.177891708587228527e-03
2.952559534970935484e+00 1.401765785199362039e-03
2.952797049815613306e+00 1.371816417806419547e-03
2.953034564660291128e+00 1.109168666684410588e-03
2.953272079504968950e+00 6.744063381870948719e-04
2.953509594349646772e+00 1.734444431252981755e-04
2.953747109194324594e+00 3.963217246476143638e-04
2.953984624039002416e+00 8.168723202420894195e-04
2.954222138883680238e+00 1.081570794433952013e-03
2.954459653728358060e+00 1.149767058486144203e-03
2.954697168573035881e+00 1.019983761909991826e-03
2.954934683417713703e+00 7.254788244942512966e-04
2.955172198262391525e+00 3.310293473786717175e-04
2.955409713107068903e+00 1.648207674651142030e-04
2.955647227951746725e+00 5.316828128829630996e-04
2.955884742796424547e+00 8.163881430832076397e-04
2.956122257641102369e+00 9.530051521769534800e-04
2.956359772485780191e+00 9.236910479527773044e-04
2.956597287330458013e+00 7.413122909067186832e-04
2.956834802175135835e+00 4.465077718424724355e-04
2.957072317019813656e+00 1.317369978618317117e-04
2.957309831864491478e+00 3.063007075078366778e-04
2.957547346709169300e+00 5.901190073603429726e-04
2.957784861553847122e+00 7.711023028644114650e-04
2.958022376398524944e+00 8.172168854259289229e-04
2.958259891243202766e+00 7.256612045032748322e-04
2.958497406087880588e+00 5.188765903435673624e-04
2.958734920932558410e+00 2.459329736153102568e-04
2.958972435777235788e+00 1.474910681893721730e-04
2.959209950621913610e+00 3.970218577519165921e-04
2.959447465466591431e+00 6.015853835825023168e-04
2.959684980311269253e+00 7.023537731906382125e-04
2.959922495155947075e+00 6.838077360445579114e-04
2.960160010000624897e+00 5.538639997363540646e-04
2.960397524845302719e+00 3.424376058616067212e-04
2.960635039689980541e+00 1.278788801302044732e-04
2.960872554534658363e+00 2.386411329734403313e-04
2.961110069379336185e+00 4.456454605624549743e-04
2.961347584224014007e+00 5.828279445138690893e-04
2.961585099068691829e+00 6.214178774429029257e-04
2.961822613913369651e+00 5.573940361750963487e-04
2.962060128758047473e+00 4.067764147952681437e-04
2.962297643602725294e+00 2.090474727650550426e-04
2.962535158447402672e+00 1.329122628917702061e-04
2.962772673292080494e+00 3.068900917731731920e-04
2.963010188136758316e+00 4.632127836815157955e-04
2.963247702981436138e+00 5.442144359679798203e-04
2.963485217826113960e+00 5.351910562213731170e-04
2.963722732670791782e+00 4.408465242501549523e-04
2.963960247515469604e+00 2.843370735446723715e-04
2.964197762360147426e+00 1.295752228314127103e-04
2.964435277204825248e+00 1.930786116663177582e-04
2.964672792049503069e+00 3.486594040112576324e-04
2.964910306894180891e+00 4.578834363478139673e-04
2.965147821738858713e+00 4.928352900669959831e-04
2.965385336583536535e+00 4.484697965947101223e-04
2.965622851428214357e+00 3.365587026165860998e-04
2.965860366272892179e+00 1.895444295872514187e-04
2.966097881117570001e+00 1.254137255749143329e-04
2.966335395962247379e+00 2.454746953250758115e-04
2.966572910806925201e+00 3.681108640158752823e-04
2.966810425651603023e+00 4.358245969244886999e-04
2.967047940496280845e+00 4.339765973042856561e-04
2.967285455340958666e+00 3.650068736455438427e-04
2.967522970185636488e+00 2.473072281114763182e-04
2.967760485030314310e+00 1.320828913746867361e-04
2.967997999874992132e+00 1.637929014247803666e-04
2.968235514719669954e+00 2.808572304626760405e-04
2.968473029564347776e+00 3.696280401185882396e-04
2.968710544409025598e+00 4.019531316019880202e-04
2.968948059253703420e+00 3.718824910714146263e-04
2.969185574098381242e+00 2.881378436123384562e-04
2.969423088943059064e+00 1.774695884414791418e-04
2.969660603787736886e+00 1.230864508374664330e-04
2.969898118632414263e+00 2.032765576234719571e-04
2.970135633477092085e+00 2.998052298098128287e-04
2.970373148321769907e+00 3.571691091859460461e-04
2.970610663166447729e+00 3.603935691982151218e-04
2.970848178011125551e+00 3.102068736406271175e-04
2.971085692855803373e+00 2.213517693946241314e-04
2.971323207700481195e+00 1.343887523128235164e-04
2.971560722545159017e+00 1.460541111488844023e-04
2.971798237389836839e+00 2.323555759752116514e-04
2.972035752234514661e+00 3.045727548842013421e-04
2.972273267079192482e+00 3.343007609020073575e-04
2.972510781923870304e+00 3.147666467234349653e-04
2.972748296768548126e+00 2.523529351051997742e-04
2.972985811613225948e+00 1.689698444976983757e-04
2.973223326457903770e+00 1.237015722588817070e-04
2.973460841302581148e+00 1.745952848969147800e-04
2.973698356147258970e+00 2.493939277187270779e-04
2.973935870991936792e+00 2.977552421298287986e-04
2.974173385836614614e+00 3.043010489625120360e-04
2.974410900681292436e+00 2.683953289255915108e-04
2.974648415525970258e+00 2.018009843753297290e-04
2.974885930370648079e+00 1.362261230082466345e-04
2.975123445215325901e+00 1.362752237195210636e-04
2.975360960060003723e+00 1.974634204300631222e-04
2.975598474904681545e+00 2.552549764065190660e-04
2.975835989749359367e+00 2.820090633684289969e-04
2.976073504594037189e+00 2.702536418924314358e-04
2.976311019438715011e+00 2.244785919951236726e-04
2.976548534283392833e+00 1.623429223652067262e-04
2.976786049128070655e+00 1.257298007401656500e-04
2.977023563972748033e+00 1.557401804112947593e-04
2.977261078817425854e+00 2.117182870066594406e-04
2.977498593662103676e+00 2.516081199605760396e-04
2.977736108506781498e+00 2.599916438293643859e-04
2.977973623351459320e+00 2.351296664898815862e-04
2.978211138196137142e+00 1.862232060134081106e-04
2.978448653040814964e+00 1.375425461477508765e-04
2.978686167885492786e+00 1.317443337765003802e-04
2.978923682730170608e+00 1.726627453379471716e-04
2.979161197574848430e+00 2.172669637956266167e-04
2.979398712419526252e+00 2.404650892184396929e-04
2.979636227264204074e+00 2.343581408203082898e-04
2.979873742108881896e+00 2.018474945752876323e-04
2.980111256953559717e+00 1.567564286024154417e-04
2.980348771798237539e+00 1.282847172399739495e-04
2.980586286642914917e+00 1.440805784746107857e-04
2.980823801487592739e+00 1.836078061314540895e-04
2.981061316332270561e+00 2.151177564987331436e-04
2.981298831176948383e+00 2.240263904150733708e-04
2.981536346021626205e+00 2.077667225737308730e-04
2.981773860866304027e+00 1.732435552484622881e-04
2.982011375710981849e+00 1.383575186718613776e-04
2.982248890555659671e+00 1.304935893487932635e-04
2.982486405400337492e+00 1.555876198109233156e-04
2.982723920245015314e+00 1.878761337467838455e-04
2.982961435089693136e+00 2.068151711460238169e-04
2.983198949934370958e+00 2.046182715809524407e-04
2.983436464779048780e+00 1.828464752981765395e-04
2.983673979623726602e+00 1.517691358980644521e-04
2.983911494468404424e+00 1.308943934907808092e-04
2.984149009313081802e+00 1.376037278750676498e-04
2.984386524157759624e+00 1.629926526703564952e-04
2.984624039002437446e+00 1.860126465352540117e-04
2.984861553847115268e+00 1.942271786890116623e-04
2.985099068691793089e+00 1.846396541287045228e-04
2.985336583536470911e+00 1.620323864033744357e-04
2.985574098381148733e+00 1.387134109662651400e-04
2.985811613225826555e+00 1.311802494676713750e-04
2.986049128070504377e+00 1.444879473749805486e-04
2.986286642915182199e+00 1.653187555270299819e-04
2.986524157759860021e+00 1.792298938276990991e-04
2.986761672604537843e+00 1.794393446107425715e-04
2.986999187449215665e+00 1.664450434125160235e-04
2.987236702293893487e+00 1.471310840996076740e-04
2.987474217138571309e+00 1.333229311057680980e-04
2.987711731983248686e+00 1.347441750471757116e-04
2.987949246827926508e+00 1.484130122350581444e-04
2.988186761672604330e+00 1.628262270594338932e-04
2.988424276517282152e+00 1.691670086092697252e-04
2.988661791361959974e+00 1.646479271700644902e-04
2.988899306206637796e+00 1.520616717449823588e-04
2.989136821051315618e+00 1.386566372912901560e-04
2.989374335895993440e+00 1.329374564196733415e-04
2.989611850740671262e+00 1.379638737806754257e-04
2.989849365585349084e+00 1.484011780429073666e-04
2.990086880430026905e+00 1.565157647315218968e-04
2.990324395274704727e+00 1.577520154534463738e-04
2.990561910119382549e+00 1.519548772630990668e-04
2.990799424964060371e+00 1.426923348901904301e-04
2.991036939808738193e+00 1.354617783811148490e-04
2.991274454653415571e+00 1.343171720969520133e-04
2.991511969498093393e+00 1.387362042342859582e-04
2.991749484342771215e+00 1.445944518903447018e-04
2.991986999187449037e+00 1.478955358006904021e-04
2.992224514032126859e+00 1.470380559585230231e-04
2.992462028876804681e+00 1.429799025537392123e-04
2.992699543721482502e+00 1.382304368473588879e-04
2.992937058566160324e+00 1.352275090989024100e-04
2.993174573410838146e+00 1.348596159730399671e-04
2.993412088255515968e+00 1.362524850365660694e-04
2.993649603100193790e+00 1.378963005536332329e-04
2.993887117944871612e+00 1.388238239787454459e-04
2.994124632789549434e+00 1.388987467663245154e-04
2.994362147634227256e+00 1.383581813571285529e-04
2.994599662478905078e+00 1.372690979220440117e-04
2.994837177323582456e+00 1.354644474720483093e-04
2.995074692168260277e+00 1.330053644369837693e-04
2.995312207012938099e+00 1.306651000838342832e-04
2.995549721857615921e+00 1.297846829000842217e-04
2.995787236702293743e+00 1.312796515231763801e-04
2.996024751546971565e+00 1.345437724167145629e-04
2.996262266391649387e+00 1.374724455241016074e-04
2.996499781236327209e+00 1.377258844301122362e-04
2.996737296081005031e+00 1.342343876432829542e-04
2.996974810925682853e+00 1.281644139136109070e-04
2.997212325770360675e+00 1.228782484635656787e-04
2.997449840615038497e+00 1.221514816114892450e-04
2.997687355459716319e+00 1.269351085068887804e-04
2.997924870304394140e+00 1.340657934893839246e-04
2.998162385149071962e+00 1.387370339308886672e-04
2.998399899993749340e+00 1.375892659482644959e-04
2.998637414838427162e+00 1.303796351425881746e-04
2.998874929683104984e+00 1.205620330686198660e-04
2.999112444527782806e+00 1.144390692139571770e-04
2.999349959372460628e+00 1.169924248962125413e-04
2.999587474217138450e+00 1.265789002095753875e-04
2.999824989061816272e+00 1.364142672260799808e-04
3.000062503906494094e+00 1.402409449906892418e-04
3.000300018751171915e+00 1.353513487131864992e-04
3.000537533595849737e+00 1.234974938914052041e-04
3.000775048440527559e+00 1.111577955775200479e-04
3.001012563285205381e+00 1.073990101004410655e-04
3.001250078129883203e+00 1.158127474905174762e-04
3.001487592974561025e+00 1.297714036036466938e-04
3.001725107819238847e+00 1.398742506893712082e-04
3.001962622663916225e+00 1.402896699258116952e-04
3.002200137508594047e+00 1.301280504619078439e-04
3.002437652353271869e+00 1.138821884064551015e-04
3.002675167197949690e+00 1.016414780852654661e-04
3.002912682042627512e+00 1.039022756231131685e-04
3.003150196887305334e+00 1.189562342789911086e-04
3.003387711731983156e+00 1.350818399328184501e-04
3.003625226576660978e+00 1.426622607025278950e-04
3.003862741421338800e+00 1.376575730288614357e-04
3.004100256266016622e+00 1.216450338069494460e-04
3.004337771110694444e+00 1.025406804151150156e-04
3.004575285955372266e+00 9.436421690489381938e-05
3.004812800800050088e+00 1.053424787054356790e-04
3.005050315644727910e+00 1.254429583934592351e-04
3.005287830489405732e+00 1.406966762617639232e-04
3.005525345334083109e+00 1.433010423018475741e-04
3.005762860178760931e+00 1.316403032071939512e-04
3.006000375023438753e+00 1.102254091965036492e-04
3.006237889868116575e+00 9.131342949116282015e-05
3.006475404712794397e+00 9.181536194319293365e-05
3.006712919557472219e+00 1.115773228958125108e-04
3.006950434402150041e+00 1.334960669251727169e-04
3.007187949246827863e+00 1.449285491730429025e-04
3.007425464091505685e+00 1.407531801899375684e-04
3.007662978936183507e+00 1.220393027321084803e-04
