# u |D(u)|
1.140083755234702068e+00 4.791356905654230543e-05
1.140321270079379889e+00 4.735873371596649239e-05
1.140558784924057711e+00 4.229548019469636454e-05
1.140796299768735533e+00 3.508335477006611035e-05
1.141033814613413355e+00 3.055608098662813998e-05
1.141271329458090955e+00 3.303813536070397336e-05
1.141508844302768777e+00 4.000703469653957148e-05
1.141746359147446599e+00 4.612072484573052846e-05
1.141983873992124421e+00 4.823014715710984571e-05
1.142221388836802243e+00 4.546558352528743552e-05
1.142458903681480065e+00 3.897980138924758578e-05
1.142696418526157887e+00 3.227046056007942766e-05
1.142933933370835708e+00 3.075079997646112761e-05
1.143171448215513308e+00 3.597753036715492953e-05
1.143408963060191130e+00 4.311517046206028242e-05
1.143646477904868952e+00 4.763658788682492376e-05
1.143883992749546774e+00 4.750207489447018312e-05
1.144121507594224596e+00 4.276329884462992719e-05
1.144359022438902418e+00 3.557873323235205635e-05
1.144596537283580240e+00 3.059608375332239583e-05
1.144834052128257840e+00 3.248134500459093886e-05
1.145071566972935662e+00 3.929795038777567318e-05
1.145309081817613484e+00 4.564261491226014305e-05
1.145546596662291305e+00 4.815213876562593877e-05
1.145784111506969127e+00 4.578338700400916674e-05
1.146021626351646949e+00 3.951208022755718614e-05
1.146259141196324771e+00 3.261738774495315945e-05
1.146496656041002593e+00 3.048783573082195013e-05
1.146734170885680193e+00 3.529416225215806382e-05
1.146971685730358015e+00 4.248538287400635462e-05
1.147209200575035837e+00 4.733838874379279164e-05
1.147446715419713659e+00 4.762060655803275868e-05
1.147684230264391481e+00 4.321617762976618933e-05
1.147921745109069303e+00 3.608921858216659429e-05
1.148159259953747124e+00 3.069122368452238990e-05
1.148396774798424724e+00 3.196775650466411589e-05
1.148634289643102546e+00 3.859631201592755460e-05
1.148871804487780368e+00 4.515028338944729791e-05
1.149109319332458190e+00 4.805047397373658373e-05
1.149346834177136012e+00 4.607961285839742355e-05
1.149584349021813834e+00 4.004076412161463862e-05
1.149821863866491656e+00 3.299973003419895922e-05
1.150059378711169478e+00 3.028212569997130145e-05
1.150296893555847078e+00 3.463617316058999120e-05
1.150534408400524899e+00 4.185149793827623333e-05
1.150771923245202721e+00 4.702080426336875365e-05
1.151009438089880543e+00 4.771555716571562988e-05
1.151246952934558365e+00 4.365394842593087351e-05
1.151484467779236187e+00 3.661208829927156184e-05
1.151721982623914009e+00 3.083887376438655339e-05
1.151959497468591609e+00 3.149943293201651454e-05
1.152197012313269431e+00 3.790445273715209088e-05
1.152434527157947253e+00 4.464570911148044879e-05
1.152672042002625075e+00 4.792677011497180827e-05
1.152909556847302897e+00 4.635500769293870603e-05
1.153147071691980718e+00 4.056468560409979196e-05
1.153384586536658540e+00 3.341399268505389523e-05
1.153622101381336362e+00 3.013354353150479525e-05
1.153859616226013962e+00 3.400602128617847376e-05
1.154097131070691784e+00 4.121561405047296253e-05
1.154334645915369606e+00 4.668566277087154136e-05
1.154572160760047428e+00 4.778824728380402635e-05
1.154809675604725250e+00 4.407668309999223044e-05
1.155047190449403072e+00 3.714499964008038393e-05
1.155284705294080894e+00 3.103624211082376571e-05
1.155522220138758493e+00 3.107818933093346850e-05
1.155759734983436315e+00 3.722464001933912294e-05
1.155997249828114137e+00 4.413083040940909561e-05
1.156234764672791959e+00 4.778267747928469208e-05
1.156472279517469781e+00 4.661046839526811067e-05
1.156709794362147603e+00 4.108299901220637847e-05
1.156947309206825425e+00 3.385693942449457075e-05
1.157184824051503247e+00 3.004158153193200358e-05
1.157422338896180847e+00 3.340605871953648110e-05
1.157659853740858669e+00 4.057976887939774392e-05
1.157897368585536491e+00 4.633477817535238341e-05
1.158134883430214312e+00 4.784007658522521810e-05
1.158372398274892134e+00 4.448467483537658131e-05
1.158609913119569956e+00 3.768598434758749249e-05
1.158847427964247778e+00 3.128045636999866137e-05
1.159084942808925378e+00 3.070557976384174402e-05
1.159322457653603200e+00 3.655907226919587004e-05
1.159559972498281022e+00 4.360753693676592088e-05
1.159797487342958844e+00 4.761986798119439171e-05
1.160035002187636666e+00 4.684702713184507036e-05
1.160272517032314488e+00 4.159516089207505760e-05
1.160510031876992310e+00 3.432563025822365642e-05
1.160747546721670131e+00 3.000538895895995501e-05
1.160985061566347731e+00 3.283852398368679570e-05
1.161222576411025553e+00 3.994593432779876854e-05
1.161460091255703375e+00 4.596994012334246226e-05
1.161697606100381197e+00 4.787251126023783169e-05
1.161935120945059019e+00 4.487842047932208249e-05
1.162172635789736841e+00 3.823343926895088964e-05
1.162410150634414663e+00 3.156864379190813679e-05
1.162647665479092263e+00 3.038288942005133638e-05
1.162885180323770085e+00 3.590987643466682979e-05
1.163122695168447907e+00 4.307766204052189895e-05
1.163360210013125728e+00 4.744002415397074768e-05
1.163597724857803550e+00 4.706583703909710328e-05
1.163835239702481372e+00 4.210091080345489383e-05
1.164072754547159194e+00 3.481744842050787464e-05
1.164310269391837016e+00 3.002382067078606206e-05
1.164547784236514616e+00 3.230553553672443283e-05
1.164785299081192438e+00 3.931601233285733838e-05
1.165022813925870260e+00 4.559290450773621360e-05
1.165260328770548082e+00 4.788707189962719313e-05
1.165497843615225904e+00 4.525860385495760678e-05
1.165735358459903726e+00 3.878611410712679404e-05
1.165972873304581547e+00 3.189800429959769760e-05
1.166210388149259147e+00 3.011113282470590207e-05
1.166447902993936969e+00 3.527910662730594186e-05
1.166685417838614791e+00 4.254297565666684673e-05
1.166922932683292613e+00 4.724482840272248085e-05
1.167160447527970435e+00 4.726815862112506670e-05
1.167397962372648257e+00 4.260025278940424219e-05
1.167635477217326079e+00 3.533011805357464926e-05
1.167872992062003901e+00 3.009549402245438978e-05
1.168110506906681501e+00 3.180908662290343693e-05
1.168348021751359322e+00 3.869183163717840605e-05
1.168585536596037144e+00 4.520538431360429470e-05
1.168823051440714966e+00 4.788532174872152397e-05
1.169060566285392788e+00 4.562608003969876599e-05
1.169298081130070610e+00 3.934309728730143730e-05
1.169535595974748432e+00 3.226587508361552532e-05
1.169773110819426032e+00 2.989105902808700301e-05
1.170010625664103854e+00 3.466874401914067048e-05
1.170248140508781676e+00 4.200517782417374996e-05
1.170485655353459498e+00 4.703595260614979796e-05
1.170723170198137320e+00 4.745534670236239511e-05
1.170960685042815141e+00 4.309343760020686642e-05
1.171198199887492963e+00 3.586171408769471780e-05
1.171435714732170785e+00 3.021885151897919650e-05
1.171673229576848385e+00 3.135104184671345050e-05
1.171910744421526207e+00 3.807514562177493023e-05
1.172148259266204029e+00 4.480904085153520537e-05
1.172385774110881851e+00 4.786885533072403657e-05
1.172623288955559673e+00 4.598186042418643424e-05
1.172860803800237495e+00 3.990380079148282813e-05
1.173098318644915317e+00 3.266978566675225975e-05
1.173335833489592916e+00 2.972316431365788447e-05
1.173573348334270738e+00 3.408069818626510825e-05
1.173810863178948560e+00 4.146589289245237547e-05
1.174048378023626382e+00 4.681504802545874362e-05
1.174285892868304204e+00 4.762883799429630142e-05
1.174523407712982026e+00 4.358094583217497075e-05
1.174760922557659848e+00 3.641066590038735386e-05
1.174998437402337670e+00 3.039222663072031045e-05
1.175235952247015270e+00 3.093313602100865545e-05
1.175473467091693092e+00 3.746763144408319762e-05
1.175710981936370914e+00 4.440547542323913327e-05
1.175948496781048735e+00 4.783928745024059245e-05
1.176186011625726557e+00 4.632709872089376996e-05
1.176423526470404379e+00 4.046794447570434831e-05
1.176661041315082201e+00 3.310750338150311354e-05
1.176898556159759801e+00 2.960771264006616978e-05
1.177136071004437623e+00 3.351680998206639283e-05
1.177373585849115445e+00 4.092666450522618166e-05
1.177611100693793267e+00 4.658373546795521183e-05
1.177848615538471089e+00 4.779013913821982744e-05
1.178086130383148911e+00 4.406347195790523327e-05
1.178323645227826733e+00 3.697575612950535986e-05
1.178561160072504554e+00 3.061391001920212419e-05
1.178798674917182154e+00 3.055697554944173527e-05
1.179036189761859976e+00 3.687089052884054722e-05
1.179273704606537798e+00 4.399622142991992899e-05
1.179511219451215620e+00 4.779824253777721421e-05
1.179748734295893442e+00 4.666307765695231060e-05
1.179986249140571264e+00 4.103554042417110114e-05
1.180223763985249086e+00 3.357706964195879918e-05
1.180461278829926686e+00 2.954476361354203804e-05
1.180698793674604508e+00 3.297885628890478803e-05
1.180936308519282329e+00 4.038895149678763065e-05
1.181173823363960151e+00 4.634359587817460916e-05
1.181411338208637973e+00 4.794081529309376363e-05
1.181648853053315795e+00 4.454190933519454489e-05
1.181886367897993617e+00 3.755611583323144542e-05
1.182123882742671439e+00 3.088221404912090310e-05
1.182361397587349039e+00 3.022404305451794235e-05
1.182598912432026861e+00 3.628645069989189497e-05
1.182836427276704683e+00 4.358273700289948174e-05
1.183073942121382505e+00 4.774734435334144372e-05
1.183311456966060327e+00 4.699119646050506144e-05
1.183548971810738148e+00 4.160687763187631951e-05
1.183786486655415970e+00 3.407682765379697567e-05
1.184024001500093570e+00 2.953420733796899373e-05
1.184261516344771392e+00 3.246855672577891617e-05
1.184499031189449214e+00 3.985412475760338567e-05
1.184736546034127036e+00 4.609616122670394433e-05
1.184974060878804858e+00 4.808247921805878811e-05
1.185211575723482680e+00 4.501733619964986551e-05
1.185449090568160502e+00 3.815121714379497085e-05
1.185686605412838324e+00 3.119553347984310075e-05
1.185924120257515924e+00 2.993570541127146622e-05
1.186161635102193745e+00 3.571577007678011372e-05
1.186399149946871567e+00 4.316639820248707678e-05
1.186636664791549389e+00 4.768820603982741293e-05
1.186874179636227211e+00 4.731295908206392008e-05
1.187111694480905033e+00 4.218250730469519041e-05
1.187349209325582855e+00 3.460544274998297566e-05
1.187586724170260455e+00 2.957580524156611158e-05
1.187824239014938277e+00 3.198758256156978202e-05
1.188061753859616099e+00 3.932346520033714416e-05
1.188299268704293921e+00 4.584290577080806758e-05
1.188536783548971743e+00 4.821678078475125925e-05
1.188774298393649564e+00 4.549100256465903812e-05
1.189011813238327386e+00 3.876086420985902465e-05
1.189249328083005208e+00 3.155240104398559668e-05
1.189486842927682808e+00 2.969322564306281650e-05
1.189724357772360630e+00 3.516024299115093858e-05
1.189961872617038452e+00 4.274849278847249489e-05
1.190199387461716274e+00 4.762242055495074003e-05
1.190436902306394096e+00 4.762996310946017903e-05
1.190674417151071918e+00 4.276322897629811074e-05
1.190911931995749740e+00 3.516191636280283588e-05
1.191149446840427339e+00 2.966923554340278229e-05
1.191386961685105161e+00 3.153756803003688626e-05
1.191624476529782983e+00 3.879816300995917903e-05
1.191861991374460805e+00 4.558523770952563868e-05
1.192099506219138627e+00 4.834539700297777967e-05
1.192337021063816449e+00 4.596431812671435244e-05
1.192574535908494271e+00 3.938518319668715960e-05
1.192812050753172093e+00 3.195153703278529977e-05
1.193049565597849693e+00 2.949777886960942516e-05
1.193287080442527515e+00 3.462120809046730145e-05
1.193524595287205337e+00 4.233021469482623085e-05
1.193762110131883158e+00 4.755155145152552878e-05
1.193999624976560980e+00 4.794388933587218234e-05
1.194237139821238802e+00 4.335007750903373377e-05
1.194474654665916624e+00 3.574559482220136564e-05
1.194712169510594224e+00 2.981414199330652672e-05
1.194949684355272046e+00 3.112012415682522223e-05
1.195187199199949868e+00 3.827931826177864992e-05
1.195424714044627690e+00 4.532449128181284027e-05
1.195662228889305512e+00 4.847002252945029202e-05
1.195899743733983334e+00 4.643884114528827373e-05
1.196137258578661156e+00 4.002461199517482848e-05
1.196374773423338977e+00 3.239189243912492808e-05
1.196612288268016577e+00 2.935047237633174743e-05
1.196849803112694399e+00 3.409995896620900629e-05
1.197087317957372221e+00 4.191265917738793415e-05
1.197324832802050043e+00 4.747712401634885277e-05
1.197562347646727865e+00 4.825649209714071247e-05
1.197799862491405687e+00 4.394431119019896688e-05
1.198037377336083509e+00 3.635617415068844696e-05
1.198274892180761109e+00 3.001018441668004596e-05
1.198512407025438931e+00 3.073685534109576735e-05
1.198749921870116752e+00 3.776794310330261933e-05
1.198987436714794574e+00 4.506191923466066766e-05
1.199224951559472396e+00 4.859236064677040755e-05
1.199462466404150218e+00 4.691626828042238248e-05
1.199699981248828040e+00 4.067989006385097926e-05
1.199937496093505862e+00 3.287268574334376833e-05
1.200175010938183462e+00 2.925236981254743723e-05
1.200412525782861284e+00 3.359775744346700093e-05
1.200650040627539106e+00 4.149681877568735000e-05
1.200887555472216928e+00 4.740061685801293226e-05
1.201125070316894750e+00 4.856959025017619128e-05
1.201362585161572571e+00 4.454740098020703128e-05
1.201600100006250171e+00 3.699370186180949186e-05
1.201837614850927993e+00 3.025708960145458420e-05
1.202075129695605815e+00 3.038937867156758934e-05
1.202312644540283637e+00 3.726496564609568584e-05
1.202550159384961459e+00 4.479868573113761089e-05
1.202787674229639281e+00 4.871411471559492813e-05
1.203025189074317103e+00 4.739842540814468753e-05
1.203262703918994703e+00 4.135204876178271094e-05
1.203500218763672525e+00 3.339343368563516418e-05
1.203737733608350347e+00 2.920451930288997964e-05
1.203975248453028168e+00 3.311584993513906437e-05
1.204212763297705990e+00 4.108358012014372187e-05
1.204450278142383812e+00 4.732345379987350014e-05
1.204687792987061634e+00 4.888505891429594441e-05
1.204925307831739456e+00 4.516102097589152554e-05
1.205162822676417056e+00 3.765857670963118593e-05
1.205400337521094878e+00 3.055470140190953400e-05
1.205637852365772700e+00 3.007934617589653656e-05
1.205875367210450522e+00 3.677123581783080908e-05
1.206112882055128344e+00 4.453585974361024078e-05
1.206350396899806166e+00 4.883698019096098817e-05
1.206587911744483987e+00 4.788725950780554815e-05
1.206825426589161587e+00 4.204240263331175020e-05
1.207062941433839409e+00 3.395397669682357505e-05
1.207300456278517231e+00 2.920798512365416360e-05
1.207537971123195053e+00 3.265548699085643223e-05
1.207775485967872875e+00 4.067372156990808083e-05
1.208013000812550697e+00 4.724699622056979098e-05
1.208250515657228519e+00 4.920482190790302288e-05
1.208488030501906341e+00 4.578704015428761712e-05
1.208725545346583941e+00 3.835154724953151073e-05
1.208963060191261762e+00 3.090302893647059576e-05
1.209200575035939584e+00 2.980846993786907511e-05
1.209438089880617406e+00 3.628753339785350786e-05
1.209675604725295228e+00 4.427440887401743765e-05
1.209913119569973050e+00 4.896263712809615460e-05
1.210150634414650872e+00 4.838483163634643355e-05
1.210388149259328472e+00 4.275254182725480234e-05
1.210625664104006294e+00 3.455449973764736980e-05
1.210863178948684116e+00 2.926388266860570787e-05
1.211100693793361938e+00 3.221794648519641789e-05
1.211338208638039760e+00 4.026791191107947796e-05
1.211575723482717581e+00 4.717253576095314791e-05
1.211813238327395403e+00 4.953084504760430190e-05
1.212050753172073225e+00 4.642751559716700642e-05
1.212288268016750825e+00 3.907370997944923139e-05
1.212525782861428647e+00 3.130229226944369273e-05
1.212763297706106469e+00 2.957855007436316534e-05
1.213000812550784291e+00 3.581457845188048395e-05
1.213238327395462113e+00 4.401519357889721308e-05
1.213475842240139935e+00 4.909274323474554147e-05
1.213713357084817757e+00 4.889331094434125330e-05
1.213950871929495356e+00 4.348432588697900895e-05
1.214188386774173178e+00 3.519554945119944100e-05
1.214425901618851000e+00 2.937341599674647474e-05
1.214663416463528822e+00 3.180456073606650251e-05
1.214900931308206644e+00 3.986671006635426022e-05
1.215138446152884466e+00 4.710128740966589955e-05
1.215375960997562288e+00 4.986513020992245222e-05
1.215613475842240110e+00 4.708468714822923207e-05
1.215850990686917710e+00 3.982650764795063448e-05
1.216088505531595532e+00 3.175296515264760551e-05
1.216326020376273354e+00 2.939150552438464853e-05
1.216563535220951175e+00 3.535304458026149144e-05
1.216801050065628997e+00 4.375896188235099460e-05
1.217038564910306819e+00 4.922892749885455138e-05
1.217276079754984641e+00 4.941497002146949844e-05
1.217513594599662241e+00 4.423987926626211573e-05
1.217751109444340063e+00 3.587804858931567412e-05
1.217988624289017885e+00 2.953791765178137043e-05
1.218226139133695707e+00 3.141674775015532471e-05
1.218463653978373529e+00 3.947056596788458470e-05
1.218701168823051351e+00 4.703438293609334787e-05
1.218938683667729173e+00 5.020971030736790278e-05
1.219176198512406994e+00 4.776097380290515151e-05
1.219413713357084594e+00 4.061172839707255164e-05
1.219651228201762416e+00 3.225581470001559551e-05
1.219888743046440238e+00 2.924940749221672135e-05
1.220126257891118060e+00 3.490357526045568626e-05
1.220363772735795882e+00 4.350634448376468799e-05
1.220601287580473704e+00 4.937278436426256051e-05
1.220838802425151526e+00 4.995218147433715003e-05
1.221076317269829126e+00 4.502158869800625162e-05
1.221313832114506948e+00 3.660330863413207409e-05
1.221551346959184770e+00 2.975889013781449324e-05
1.221788861803862591e+00 3.105604714080788812e-05
1.222026376648540413e+00 3.907982269332050778e-05
1.222263891493218235e+00 4.697286471165337249e-05
1.222501406337896057e+00 5.056664520373314284e-05
1.222738921182573879e+00 4.845897175036665931e-05
1.222976436027251479e+00 4.143150628084985482e-05
1.223213950871929301e+00 3.281193818497851836e-05
1.223451465716607123e+00 2.915451537393796606e-05
1.223688980561284945e+00 3.446680383200985734e-05
1.223926495405962767e+00 4.325785023340803425e-05
1.224164010250640588e+00 4.952586851397242182e-05
1.224401525095318410e+00 5.050741595232465642e-05
1.224639039939996010e+00 4.583210273605184783e-05
1.224876554784673832e+00 3.737304161641331445e-05
1.225114069629351654e+00 3.003804863398178311e-05
1.225351584474029476e+00 3.072416090217409105e-05
1.225589099318707298e+00 3.869471999082688601e-05
1.225826614163385120e+00 4.691767974614192012e-05
1.226064129008062942e+00 5.093801864450268896e-05
1.226301643852740764e+00 4.918145451495110275e-05
1.226539158697418364e+00 4.228832363907562093e-05
1.226776673542096185e+00 3.342279742216414795e-05
1.227014188386774007e+00 2.910931500061478361e-05
1.227251703231451829e+00 3.404337760597980875e-05
1.227489218076129651e+00 4.301386202361671615e-05
1.227726732920807473e+00 4.968969029251750112e-05
1.227964247765485295e+00 5.108324174551604640e-05
1.228201762610162895e+00 4.667433372577030608e-05
1.228439277454840717e+00 3.818937195817837915e-05
1.228676792299518539e+00 3.037736465791121169e-05
1.228914307144196361e+00 3.042299945245146862e-05
1.229151821988874183e+00 3.831539948520139023e-05
1.229389336833552004e+00 4.686967406919527180e-05
1.229626851678229826e+00 5.132593634561081596e-05
1.229864366522907648e+00 4.993137522659002019e-05
1.230101881367585248e+00 4.318501589969028364e-05
1.230339396212263070e+00 3.409025129519370668e-05
1.230576911056940892e+00 2.911655899289346765e-05
1.230814425901618714e+00 3.363398682493125411e-05
1.231051940746296536e+00 4.277463292975239214e-05
1.231289455590974358e+00 4.986571164411974296e-05
1.231526970435652180e+00 5.168232611163813196e-05
1.231764485280329779e+00 4.755146254123316518e-05
1.232002000125007601e+00 3.905484937858451816e-05
1.232239514969685423e+00 3.077911049007701937e-05
1.232477029814363245e+00 3.015473324717759179e-05
1.232714544659041067e+00 3.794191160143724868e-05
1.232952059503718889e+00 4.682958724868650243e-05
1.233189574348396711e+00 5.173252519523831083e-05
1.233427089193074533e+00 5.071187130813985136e-05
1.233664604037752133e+00 4.412477930983642977e-05
1.233902118882429955e+00 3.481658725330932872e-05
1.234139633727107777e+00 2.917930899240420655e-05
1.234377148571785598e+00 3.323939925163692358e-05
1.234614663416463420e+00 4.254028276398339359e-05
1.234852178261141242e+00 5.005534279972885737e-05
1.235089693105819064e+00 5.230743855180769480e-05
1.235327207950496664e+00 4.846694648731890605e-05
1.235564722795174486e+00 3.997246369501048527e-05
1.235802237639852308e+00 3.124590441801066061e-05
1.236039752484530130e+00 2.992185020945413998e-05
1.236277267329207952e+00 3.757422474146482122e-05
1.236514782173885774e+00 4.679804706734724075e-05
1.236752297018563596e+00 5.215993386938763622e-05
1.236989811863241417e+00 5.152627198990158345e-05
1.237227326707919017e+00 4.511118218219331761e-05
1.237464841552596839e+00 3.560455281963045219e-05
1.237702356397274661e+00 2.930097971897568606e-05
1.237939871241952483e+00 3.286050140105781952e-05
1.238177386086630305e+00 4.231079476015759419e-05
1.238414900931308127e+00 5.025993951522783745e-05
1.238652415775985949e+00 5.296145625871646678e-05
1.238889930620663549e+00 4.942453074733232731e-05
1.239127445465341371e+00 4.094566246816382359e-05
1.239364960310019192e+00 3.178075696476534851e-05
1.239602475154697014e+00 2.972721919756959221e-05
1.239839989999374836e+00 3.721223699562376409e-05
1.240077504844052658e+00 4.677556423654583750e-05
1.240315019688730480e+00 5.261033488388861771e-05
1.240552534533408302e+00 5.237810887157730685e-05
1.240790049378085902e+00 4.614818030782881367e-05
1.241027564222763724e+00 3.645738804070232662e-05
1.241265079067441546e+00 2.948538479562205232e-05
1.241502593912119368e+00 3.249834765827076940e-05
1.241740108756797190e+00 4.208601261216226728e-05
1.241977623601475011e+00 5.048080101736280895e-05
1.242215138446152833e+00 5.364737206676574655e-05
1.242452653290830433e+00 5.042826398518788182e-05
1.242690168135508255e+00 4.197837256050335257e-05
1.242927682980186077e+00 3.238711872136143652e-05
1.243165197824863899e+00 2.957415962792233914e-05
1.243402712669541721e+00 3.685579100846730975e-05
1.243640227514219543e+00 4.676252707694651813e-05
1.243877742358897365e+00 5.308592826903309631e-05
1.244115257203575187e+00 5.327113019519845910e-05
1.244352772048252787e+00 4.724013730583802680e-05
1.244590286892930608e+00 3.737886033506779515e-05
1.244827801737608430e+00 2.973678443909069142e-05
1.245065316582286252e+00 3.215421858041578182e-05
1.245302831426964074e+00 4.186563765153722362e-05
1.245540346271641896e+00 5.071916855618400474e-05
1.245777861116319718e+00 5.436830516916218271e-05
1.246015375960997318e+00 5.148251864128101062e-05
1.246252890805675140e+00 4.307502655088503598e-05
1.246490405650352962e+00 3.306893038136425833e-05
1.246727920495030784e+00 2.946651710646340481e-05
1.246965435339708606e+00 3.650469268889177516e-05
1.247202950184386427e+00 4.675919606468343406e-05
1.247440465029064249e+00 5.358894711466699688e-05
1.247677979873742071e+00 5.420931916644688845e-05
1.247915494718419671e+00 4.839185066899857153e-05
1.248153009563097493e+00 3.837330292422898846e-05
1.248390524407775315e+00 3.005993543559275013e-05
1.248628039252453137e+00 3.182969034429011140e-05
1.248865554097130959e+00 4.164922635100086365e-05
1.249103068941808781e+00 5.097622473613068011e-05
1.249340583786486603e+00 5.512751518249979911e-05
1.249578098631164202e+00 5.259201684974707566e-05
1.249815613475842024e+00 4.424059531699751761e-05
1.250053128320519846e+00 3.383067620075492192e-05
1.250290643165197668e+00 2.940874498675665505e-05
1.250528158009875490e+00 3.615873481391700453e-05
1.250765672854553312e+00 4.676569804714024279e-05
1.251003187699231134e+00 5.412166519495294540e-05
1.251240702543908956e+00 5.519691716222904218e-05
1.251478217388586556e+00 4.960858465556632752e-05
1.251715732233264378e+00 3.944565851538503611e-05
1.251953247077942200e+00 3.046014401707847831e-05
1.252190761922620021e+00 3.152671707506744526e-05
1.252428276767297843e+00 4.143618807604000637e-05
1.252665791611975665e+00 5.125309352997427795e-05
1.252903306456653487e+00 5.592841992675067045e-05
1.253140821301331087e+00 5.376186270513756823e-05
1.253378336146008909e+00 4.548062813048885718e-05
1.253615850990686731e+00 3.467744208273017818e-05
1.253853365835364553e+00 2.940599124600417670e-05
1.254090880680042375e+00 3.581772668759286468e-05
1.254328395524720197e+00 4.678202014779316318e-05
1.254565910369398019e+00 5.468640696348749070e-05
1.254803425214075840e+00 5.623845253419097322e-05
1.255040940058753440e+00 5.089611112552004272e-05
1.255278454903431262e+00 4.060152999333812267e-05
1.255515969748109084e+00 3.094332261694923312e-05
1.255753484592786906e+00 3.124772857616360034e-05
1.255990999437464728e+00 4.122578325745464219e-05
1.256228514282142550e+00 5.155084109656356522e-05
1.256466029126820372e+00 5.677461764886888114e-05
1.256703543971497972e+00 5.499758223243920438e-05
1.256941058816175794e+00 4.680130175328850895e-05
1.257178573660853615e+00 3.561498013683508500e-05
1.257416088505531437e+00 2.946419021330879589e-05
1.257653603350209259e+00 3.548153170187041993e-05
1.257891118194887081e+00 4.680800310032361697e-05
1.258128633039564903e+00 5.528556043024362483e-05
1.258366147884242725e+00 5.733877615466743179e-05
1.258603662728920325e+00 5.226075995528745840e-05
1.258841177573598147e+00 4.184724010087824690e-05
1.259078692418275969e+00 3.151605214709115753e-05
1.259316207262953791e+00 3.099574590276664638e-05
1.259553722107631613e+00 4.101712218351156254e-05
1.259791236952309434e+00 5.187047749812945236e-05
1.260028751796987256e+00 5.766991448333837867e-05
1.260266266641664856e+00 5.630517228618761919e-05
1.260503781486342678e+00 4.820948059644456369e-05
1.260741296331020500e+00 3.664978176824162812e-05
1.260978811175698322e+00 2.959015829372329948e-05
1.261216326020376144e+00 3.515011484913307304e-05
1.261453840865053966e+00 4.684333388071157644e-05
1.261691355709731788e+00 5.592159325736050955e-05
1.261928870554409610e+00 5.850310483030644865e-05
1.262166385399087210e+00 5.370948069773228735e-05
1.262403900243765031e+00 4.318990255284495727e-05
1.262641415088442853e+00 3.218565172073733816e-05
1.262878929933120675e+00 3.077451766827373988e-05
1.263116444777798497e+00 4.080916463217510896e-05
1.263353959622476319e+00 5.221295937027395871e-05
1.263591474467154141e+00 5.861835813201673860e-05
1.263828989311831741e+00 5.769116027883156202e-05
1.264066504156509563e+00 4.971279008589540426e-05
1.264304019001187385e+00 3.778916190441719390e-05
1.264541533845865207e+00 2.979169293684922373e-05
1.264779048690543028e+00 3.482360322474064099e-05
1.265016563535220850e+00 4.688753755478292025e-05
1.265254078379898672e+00 5.659707279562654886e-05
1.265491593224576494e+00 5.973707417593108424e-05
1.265729108069254094e+00 5.524991784873223175e-05
1.265966622913931916e+00 4.463750735276417062e-05
1.266204137758609738e+00 3.296025864023758689e-05
1.266441652603287560e+00 3.058867986595480604e-05
1.266679167447965382e+00 4.060072091214558332e-05
1.266916682292643204e+00 5.257919385662415934e-05
1.267154197137321026e+00 5.962427902721550765e-05
1.267391711981998625e+00 5.916267676059652444e-05
1.267629226826676447e+00 5.131970610669304831e-05
1.267866741671354269e+00 3.904135755338995273e-05
1.268104256516032091e+00 3.007767431615491262e-05
1.268341771360709913e+00 3.450236321514488019e-05
1.268579286205387735e+00 4.693996803579189250e-05
1.268816801050065557e+00 5.731469083840071382e-05
1.269054315894743379e+00 6.104680299910346093e-05
1.269291830739420979e+00 5.689050247373715093e-05
1.269529345584098801e+00 4.619902371024047942e-05
1.269766860428776623e+00 3.384892216435530572e-05
1.270004375273454444e+00 3.044394201148841280e-05
1.270241890118132266e+00 4.039045486021561896e-05
1.270479404962810088e+00 5.297004385616786590e-05
1.270716919807487910e+00 6.069234054949387906e-05
1.270954434652165510e+00 6.072754374074076325e-05
1.271191949496843332e+00 5.303966396505687000e-05
1.271429464341521154e+00 4.041564453394678829e-05
1.271666979186198976e+00 3.045816983875672493e-05
1.271904494030876798e+00 3.418709938358463062e-05
1.272142008875554620e+00 4.699979775828196869e-05
1.272379523720232442e+00 5.807729416046502236e-05
1.272617038564910263e+00 6.243897154696509877e-05
1.272854553409587863e+00 5.864056373240697468e-05
1.273092068254265685e+00 4.788452477052088568e-05
1.273329583098943507e+00 3.486171549295116566e-05
1.273567097943621329e+00 3.034730179296976093e-05
1.273804612788299151e+00 4.017688982959172038e-05
1.274042127632976973e+00 5.338633506031949624e-05
1.274279642477654795e+00 6.182760031622708339e-05
1.274517157322332395e+00 6.239438194623025795e-05
1.274754672167010217e+00 5.488319113108547587e-05
1.274992187011688038e+00 4.192247707619451092e-05
1.275229701856365860e+00 3.094454260841470936e-05
1.275467216701043682e+00 3.387898138838095073e-05
1.275704731545721504e+00 4.706600590187747001e-05
1.275942246390399326e+00 5.888792208514401200e-05
1.276179761235077148e+00 6.392091679698286505e-05
1.276417276079754748e+00 6.051046464593685384e-05
1.276654790924432570e+00 4.970533919529721532e-05
1.276892305769110392e+00 3.600987150225245132e-05
1.277129820613788214e+00 3.030728965286318382e-05
1.277367335458466036e+00 3.995841907741114619e-05
1.277604850303143857e+00 5.382886521049080430e-05
1.277842365147821679e+00 6.303558515209350943e-05
1.278079879992499501e+00 6.417274158874301836e-05
