# tau K_raw K_smooth K_GUE
1.741160773849232957e+00 1.004803481549360750e-01 1.229060051652606012e+00 1.000000000000000000e+00
1.743162108072048078e+00 4.603503877050693083e-01 1.342157773288380707e+00 1.000000000000000000e+00
1.745163442294863421e+00 2.840032458335373655e-01 1.344677601997855909e+00 1.000000000000000000e+00
1.747164776517678542e+00 2.256228645831796609e+00 1.339920707363724928e+00 1.000000000000000000e+00
1.749166110740493885e+00 1.640874137115875264e-01 1.316726234433534426e+00 1.000000000000000000e+00
1.751167444963309006e+00 2.364043285299872732e+00 1.212856693295184085e+00 1.000000000000000000e+00
1.753168779186124127e+00 8.568969362789140287e-02 1.206697680408429729e+00 1.000000000000000000e+00
1.755170113408939470e+00 3.377503152924949403e-01 1.193048093886647454e+00 1.000000000000000000e+00
1.757171447631754591e+00 4.425904210566637964e+00 1.165442051386090583e+00 1.000000000000000000e+00
1.759172781854569934e+00 3.261533248617160652e+00 1.155161126282814088e+00 1.000000000000000000e+00
1.761174116077385055e+00 8.179109955881871397e-01 1.039587572426825979e+00 1.000000000000000000e+00
1.763175450300200175e+00 7.952206017178374831e-01 1.020777928974830884e+00 1.000000000000000000e+00
1.765176784523015519e+00 7.171617184825987770e-03 1.013426002277418192e+00 1.000000000000000000e+00
1.767178118745830639e+00 1.507223342652087572e-01 9.783017116528094359e-01 1.000000000000000000e+00
1.769179452968645982e+00 4.671589165321399229e+00 9.465505078684455231e-01 1.000000000000000000e+00
1.771180787191461103e+00 2.112714338774333844e-01 9.356793230744113732e-01 1.000000000000000000e+00
1.773182121414276224e+00 1.794689382064727501e-01 9.305229779417767411e-01 1.000000000000000000e+00
1.775183455637091567e+00 1.403535900964603123e-02 9.183065776314879303e-01 1.000000000000000000e+00
1.777184789859906688e+00 6.817353583369692993e-01 9.351765421337474571e-01 1.000000000000000000e+00
1.779186124082722031e+00 5.259426867189065380e-01 9.373677153673731777e-01 1.000000000000000000e+00
1.781187458305537152e+00 2.311415817740905876e+00 9.436666419011248141e-01 1.000000000000000000e+00
1.783188792528352273e+00 4.940099054277445667e+00 9.636373926942125578e-01 1.000000000000000000e+00
1.785190126751167616e+00 7.321133435686215662e-01 1.079738614671326147e+00 1.000000000000000000e+00
1.787191460973982737e+00 6.905042359313516842e-01 1.095177847650966818e+00 1.000000000000000000e+00
1.789192795196798080e+00 9.705715037253791477e-01 1.051585881852803439e+00 1.000000000000000000e+00
1.791194129419613201e+00 3.236108045278036638e-01 1.047594014495660808e+00 1.000000000000000000e+00
1.793195463642428322e+00 1.379896282354923231e-01 9.997301632344477440e-01 1.000000000000000000e+00
1.795196797865243665e+00 6.201904330608171839e-02 1.002278580947568720e+00 1.000000000000000000e+00
1.797198132088058786e+00 5.070348636073102044e-01 1.011672807842771471e+00 1.000000000000000000e+00
1.799199466310874129e+00 1.795541725229614638e-01 9.100465378270102823e-01 1.000000000000000000e+00
1.801200800533689250e+00 3.877728286504961153e-01 8.404734650651892736e-01 1.000000000000000000e+00
1.803202134756504593e+00 5.972673733333300206e-01 8.413607036581933762e-01 1.000000000000000000e+00
1.805203468979319714e+00 1.903711371752093429e-01 8.410978948365634977e-01 1.000000000000000000e+00
1.807204803202134835e+00 2.971044065966198591e-02 8.549844689551426846e-01 1.000000000000000000e+00
1.809206137424950178e+00 1.088489898418595614e-01 8.645106850034971480e-01 1.000000000000000000e+00
1.811207471647765299e+00 5.333525804483377208e-02 7.729870976408370620e-01 1.000000000000000000e+00
1.813208805870580642e+00 2.729306424701646305e-01 7.684648386832446665e-01 1.000000000000000000e+00
1.815210140093395763e+00 1.881245366637901650e+00 7.646570181528372645e-01 1.000000000000000000e+00
1.817211474316210884e+00 9.387576649215686464e-01 8.149802086987071315e-01 1.000000000000000000e+00
1.819212808539026227e+00 6.911208766217976640e-01 8.295442407029591791e-01 1.000000000000000000e+00
1.821214142761841348e+00 8.889199872780673140e-01 8.263948876645614838e-01 1.000000000000000000e+00
1.823215476984656691e+00 9.192811306715319430e-01 7.712765268818184694e-01 1.000000000000000000e+00
1.825216811207471812e+00 5.220500488766722569e+00 6.665251745782161397e-01 1.000000000000000000e+00
1.827218145430286933e+00 9.170117979988079426e-01 6.578415846019801672e-01 1.000000000000000000e+00
1.829219479653102276e+00 4.689580481070924067e-01 6.950899494595726980e-01 1.000000000000000000e+00
1.831220813875917397e+00 4.208520687476775693e-04 6.765951558152959455e-01 1.000000000000000000e+00
1.833222148098732740e+00 4.016253835901367752e-01 6.750279020105330874e-01 1.000000000000000000e+00
1.835223482321547861e+00 1.901748198658591293e-01 7.180779031009210112e-01 1.000000000000000000e+00
1.837224816544362982e+00 7.229136179958066677e-01 7.348397900531916660e-01 1.000000000000000000e+00
1.839226150767178325e+00 2.592271399204207905e-01 7.325527585159274935e-01 1.000000000000000000e+00
1.841227484989993446e+00 4.090372653825007365e-01 7.699906846899350343e-01 1.000000000000000000e+00
1.843228819212808789e+00 8.542877779013551276e-01 8.015387521123800152e-01 1.000000000000000000e+00
1.845230153435623910e+00 7.844454400310160169e-01 8.239800573573139442e-01 1.000000000000000000e+00
1.847231487658439031e+00 5.765211560465650642e-01 8.221623142916399951e-01 1.000000000000000000e+00
1.849232821881254374e+00 5.412971922477450848e-01 8.303063371653229829e-01 1.000000000000000000e+00
1.851234156104069495e+00 9.191220834523368133e-01 8.700834457815531664e-01 1.000000000000000000e+00
1.853235490326884838e+00 2.585881661614953045e-02 8.889596971643473067e-01 1.000000000000000000e+00
1.855236824549699959e+00 2.334829645976773185e-02 9.072576411368227234e-01 1.000000000000000000e+00
1.857238158772515080e+00 2.077286171390313463e+00 8.658894986754203105e-01 1.000000000000000000e+00
1.859239492995330423e+00 1.278860670511305919e+00 8.442084926924915411e-01 1.000000000000000000e+00
1.861240827218145544e+00 3.968192121446013632e-01 8.275303827408910795e-01 1.000000000000000000e+00
1.863242161440960887e+00 5.156302564843502634e-02 8.155568916339761554e-01 1.000000000000000000e+00
1.865243495663776008e+00 6.452936098297520351e-01 8.451861868926793253e-01 1.000000000000000000e+00
1.867244829886591129e+00 3.760861545429435293e-01 7.188534823300110066e-01 1.000000000000000000e+00
1.869246164109406472e+00 2.217687195092646668e+00 7.196637334443947154e-01 1.000000000000000000e+00
1.871247498332221593e+00 2.122849643100310491e-01 7.377280440889923963e-01 1.000000000000000000e+00
1.873248832555036936e+00 2.593533985325273683e-01 7.990651254057904440e-01 1.000000000000000000e+00
1.875250166777852057e+00 1.903039672941396532e+00 8.165533820677166599e-01 1.000000000000000000e+00
1.877251501000667178e+00 7.492564083491748406e-01 8.790212836700158627e-01 1.000000000000000000e+00
1.879252835223482521e+00 4.132665705794858479e-01 8.931923565421333588e-01 1.000000000000000000e+00
1.881254169446297642e+00 1.714509145657266975e+00 9.417612493194629231e-01 1.000000000000000000e+00
1.883255503669112985e+00 1.681243592970739886e+00 1.010828444575533114e+00 1.000000000000000000e+00
1.885256837891928106e+00 1.517360888375623995e+00 1.006546855261994278e+00 1.000000000000000000e+00
1.887258172114743227e+00 1.158436714825770708e-01 9.932122966782908069e-01 1.000000000000000000e+00
1.889259506337558570e+00 3.636153784806614442e-01 9.803333827823761393e-01 1.000000000000000000e+00
1.891260840560373691e+00 1.739710443107295168e+00 9.899054481303246611e-01 1.000000000000000000e+00
1.893262174783189034e+00 8.272615647393961602e-01 9.936899798868439326e-01 1.000000000000000000e+00
1.895263509006004155e+00 1.023146345341658048e+00 1.023288203553305298e+00 1.000000000000000000e+00
1.897264843228819275e+00 1.851515257203993348e-01 1.033600444224459070e+00 1.000000000000000000e+00
1.899266177451634618e+00 4.983641962149498034e-02 9.940076911693676021e-01 1.000000000000000000e+00
1.901267511674449739e+00 7.318368606176155720e-03 9.681092467528640277e-01 1.000000000000000000e+00
1.903268845897265082e+00 3.980068518945538147e-01 9.878252031858514304e-01 1.000000000000000000e+00
1.905270180120080203e+00 2.134082236278366462e+00 1.009822887234252509e+00 1.000000000000000000e+00
1.907271514342895324e+00 4.085960169731669978e-02 1.036863561844249659e+00 1.000000000000000000e+00
1.909272848565710667e+00 9.502320936885385594e-01 1.031153754185312632e+00 1.000000000000000000e+00
1.911274182788525788e+00 1.209594784535596323e+00 1.041874417914155693e+00 1.000000000000000000e+00
1.913275517011341131e+00 2.515241186057470379e+00 1.050017632232829179e+00 1.000000000000000000e+00
1.915276851234156252e+00 1.118643906729109849e+00 1.060737530654240368e+00 1.000000000000000000e+00
1.917278185456971373e+00 2.751358785560127806e+00 1.022166870693532736e+00 1.000000000000000000e+00
1.919279519679786716e+00 1.303927605752627006e+00 1.018609988392192633e+00 1.000000000000000000e+00
1.921280853902601837e+00 2.250551743790934367e+00 1.011574065615247875e+00 1.000000000000000000e+00
1.923282188125417180e+00 3.240792270881382109e+00 9.938699811293714159e-01 1.000000000000000000e+00
1.925283522348232301e+00 6.787426160462610714e-01 9.601284387874440274e-01 1.000000000000000000e+00
1.927284856571047422e+00 2.377285380991731312e-01 9.340645441274670890e-01 1.000000000000000000e+00
1.929286190793862765e+00 4.848568631406231788e-02 9.628251391084652333e-01 1.000000000000000000e+00
1.931287525016677886e+00 9.337518715136318148e-01 9.733197772121333635e-01 1.000000000000000000e+00
1.933288859239493229e+00 1.074287885469626280e+00 9.327896648970824822e-01 1.000000000000000000e+00
1.935290193462308350e+00 1.239385986941071272e+00 9.334983467917751243e-01 1.000000000000000000e+00
1.937291527685123471e+00 4.461501639770681371e-01 9.465589161337500945e-01 1.000000000000000000e+00
1.939292861907938814e+00 4.539832961315622972e-01 1.029284131443359396e+00 1.000000000000000000e+00
1.941294196130753935e+00 2.170244494346609820e-01 1.028966357934708364e+00 1.000000000000000000e+00
1.943295530353569278e+00 1.205173425897084094e+00 1.084913586730310797e+00 1.000000000000000000e+00
1.945296864576384399e+00 9.534680716328762795e-01 1.106149420368931047e+00 1.000000000000000000e+00
1.947298198799199520e+00 1.753961268839645760e+00 1.057750905541345876e+00 1.000000000000000000e+00
1.949299533022014863e+00 1.419840405265212213e-01 1.083044205766814372e+00 1.000000000000000000e+00
1.951300867244829984e+00 2.657234407975204160e+00 1.071949600399219049e+00 1.000000000000000000e+00
1.953302201467645327e+00 5.461567513756431236e-01 1.045593555319841661e+00 1.000000000000000000e+00
1.955303535690460448e+00 6.988692338103932311e-01 1.026838194400732540e+00 1.000000000000000000e+00
1.957304869913275569e+00 3.216426145523851865e-01 1.104450606983770955e+00 1.000000000000000000e+00
1.959306204136090912e+00 6.034242339942261779e-01 1.051774213269635494e+00 1.000000000000000000e+00
1.961307538358906033e+00 1.247937367247546753e-01 1.026767281712176683e+00 1.000000000000000000e+00
1.963308872581721376e+00 9.886416817363335996e-01 9.820002731914094785e-01 1.000000000000000000e+00
1.965310206804536497e+00 2.978403569517162897e-01 9.170244890830887563e-01 1.000000000000000000e+00
1.967311541027351840e+00 4.487412073165684689e-01 9.191638076342256714e-01 1.000000000000000000e+00
1.969312875250166961e+00 1.295028065703497822e+00 9.203279456501076705e-01 1.000000000000000000e+00
1.971314209472982082e+00 7.938955407310560597e-01 9.334240067930049678e-01 1.000000000000000000e+00
1.973315543695797425e+00 7.797583819021251805e-02 9.146383993406346224e-01 1.000000000000000000e+00
1.975316877918612546e+00 8.563175224217935977e-01 9.233343983389588061e-01 1.000000000000000000e+00
1.977318212141427889e+00 1.558629688362635379e+00 8.958032468656430547e-01 1.000000000000000000e+00
1.979319546364243010e+00 3.576885353414371416e+00 8.861355467252981510e-01 1.000000000000000000e+00
1.981320880587058131e+00 3.680770576680555961e-02 8.799943570253376812e-01 1.000000000000000000e+00
1.983322214809873474e+00 2.301154749225873708e+00 9.435793501345288714e-01 1.000000000000000000e+00
1.985323549032688595e+00 1.268676031077981436e+00 9.159884757023846191e-01 1.000000000000000000e+00
1.987324883255503938e+00 1.497431283473767138e-01 9.014041516374760032e-01 1.000000000000000000e+00
1.989326217478319059e+00 1.077884910941530050e+00 8.841592999154602728e-01 1.000000000000000000e+00
1.991327551701134180e+00 4.953532736171277207e-01 8.976537513675807434e-01 1.000000000000000000e+00
1.993328885923949523e+00 1.289969362811227982e-01 8.645676359646344844e-01 1.000000000000000000e+00
1.995330220146764644e+00 1.746271388373998423e+00 8.642808904771792644e-01 1.000000000000000000e+00
1.997331554369579987e+00 4.300752822633681305e+00 8.688095186831610306e-01 1.000000000000000000e+00
1.999332888592395108e+00 5.916266432805737940e-01 8.783705605247377202e-01 1.000000000000000000e+00
2.001334222815210229e+00 2.786434118968151852e-01 8.815069483642984371e-01 1.000000000000000000e+00
2.003335557038025350e+00 4.151043944394770535e-01 8.917124680260094527e-01 1.000000000000000000e+00
2.005336891260840915e+00 5.767851224402402721e-01 8.857111479862922465e-01 1.000000000000000000e+00
2.007338225483656036e+00 7.664546766428748104e-01 8.930278381591076897e-01 1.000000000000000000e+00
2.009339559706471157e+00 2.854581967503377338e-01 9.507081023142516241e-01 1.000000000000000000e+00
2.011340893929286278e+00 5.854241931728517701e-01 9.729523388821236241e-01 1.000000000000000000e+00
2.013342228152101399e+00 1.635419659664477665e-01 9.802341984448813550e-01 1.000000000000000000e+00
2.015343562374916964e+00 1.430823844400910261e+00 1.000746241187273844e+00 1.000000000000000000e+00
2.017344896597732085e+00 1.106087765351276286e-01 1.092255830381237747e+00 1.000000000000000000e+00
2.019346230820547206e+00 4.977445822293081329e-02 1.063708288601516339e+00 1.000000000000000000e+00
2.021347565043362327e+00 2.021945184331785661e-01 1.006076811528490822e+00 1.000000000000000000e+00
2.023348899266177447e+00 2.824009166911496838e+00 1.032752326768168860e+00 1.000000000000000000e+00
2.025350233488993013e+00 7.394757417917541265e-02 9.841857958509460103e-01 1.000000000000000000e+00
2.027351567711808134e+00 3.555107849716216961e-01 9.980757028768143524e-01 1.000000000000000000e+00
2.029352901934623254e+00 1.046922348237001810e+00 1.004399454669866465e+00 1.000000000000000000e+00
2.031354236157438375e+00 6.952565500634653173e-01 1.014139508356069141e+00 1.000000000000000000e+00
2.033355570380253496e+00 1.300703676454400437e+00 1.019969471188030496e+00 1.000000000000000000e+00
2.035356904603069061e+00 5.344001863899814353e-01 1.049790186702099781e+00 1.000000000000000000e+00
2.037358238825884182e+00 8.845429902556423141e-01 1.059665540525476457e+00 1.000000000000000000e+00
2.039359573048699303e+00 7.136453300570312352e-01 9.565100805831756592e-01 1.000000000000000000e+00
2.041360907271514424e+00 7.320161354162170175e-01 9.507155398643049038e-01 1.000000000000000000e+00
2.043362241494329545e+00 5.432200428549081028e-01 9.963550300366013079e-01 1.000000000000000000e+00
2.045363575717145110e+00 7.425875601079249266e-01 9.888019861829036028e-01 1.000000000000000000e+00
2.047364909939960231e+00 5.978246540371497941e-01 9.815159334117766754e-01 1.000000000000000000e+00
2.049366244162775352e+00 2.813632037677469278e+00 1.002508195099972799e+00 1.000000000000000000e+00
2.051367578385590473e+00 2.207041764986248378e+00 1.007465557856140892e+00 1.000000000000000000e+00
2.053368912608405594e+00 1.092451782804119587e+00 1.043306643742635265e+00 1.000000000000000000e+00
2.055370246831221159e+00 9.189695906283084081e-01 1.059303300839738782e+00 1.000000000000000000e+00
2.057371581054036280e+00 4.608210679374309393e+00 1.064037798517725175e+00 1.000000000000000000e+00
2.059372915276851401e+00 3.881804753940662489e-01 1.102345526154512756e+00 1.000000000000000000e+00
2.061374249499666522e+00 1.213994793420325458e+00 1.132005843250667665e+00 1.000000000000000000e+00
2.063375583722481643e+00 1.130503830593595271e+00 1.128105832762732241e+00 1.000000000000000000e+00
2.065376917945297208e+00 3.099269816197424698e-01 1.080202445010762347e+00 1.000000000000000000e+00
2.067378252168112329e+00 1.838162219138581133e+00 1.140643048119752034e+00 1.000000000000000000e+00
2.069379586390927450e+00 4.090169518625148548e-01 1.220874618826206293e+00 1.000000000000000000e+00
2.071380920613742571e+00 1.477227112075838900e+00 1.236247067013791279e+00 1.000000000000000000e+00
2.073382254836557692e+00 7.343817497275508810e-01 1.222214486300421843e+00 1.000000000000000000e+00
2.075383589059373257e+00 1.351646272357958312e+00 1.196638265441771098e+00 1.000000000000000000e+00
2.077384923282188378e+00 2.151160895132441908e+00 1.198637858700386083e+00 1.000000000000000000e+00
2.079386257505003499e+00 7.137896499934937022e-02 1.218375298575091525e+00 1.000000000000000000e+00
2.081387591727818620e+00 3.540504738068713797e-01 1.206158968891750227e+00 1.000000000000000000e+00
2.083388925950633741e+00 2.149862508960969087e+00 1.206533551375849278e+00 1.000000000000000000e+00
2.085390260173449306e+00 1.054295964378691997e-01 1.199861175118167811e+00 1.000000000000000000e+00
2.087391594396264427e+00 2.780569588240358603e-01 1.183722161691592056e+00 1.000000000000000000e+00
2.089392928619079548e+00 1.627137405858920083e+00 1.175109314435111019e+00 1.000000000000000000e+00
2.091394262841894669e+00 4.887100697532293925e-01 1.131528578356193249e+00 1.000000000000000000e+00
2.093395597064709790e+00 2.054908714519120494e+00 1.122840344347528774e+00 1.000000000000000000e+00
2.095396931287525355e+00 8.194049069476887492e-01 1.148325056601039895e+00 1.000000000000000000e+00
2.097398265510340476e+00 1.624938249198349283e+00 1.143714145414003625e+00 1.000000000000000000e+00
2.099399599733155597e+00 1.681225609643415719e+00 1.044063254854954437e+00 1.000000000000000000e+00
2.101400933955970718e+00 1.265847459165288624e+00 1.059381864196103695e+00 1.000000000000000000e+00
2.103402268178785839e+00 4.229408842782322875e-02 1.032023559470866880e+00 1.000000000000000000e+00
2.105403602401601404e+00 8.599702690807372596e-01 1.009105950384250772e+00 1.000000000000000000e+00
2.107404936624416525e+00 2.552012301647754722e+00 1.005042559500091581e+00 1.000000000000000000e+00
2.109406270847231646e+00 3.645005183936246063e+00 9.707518396415404371e-01 1.000000000000000000e+00
2.111407605070046767e+00 1.677192723927978246e+00 9.745946080769978259e-01 1.000000000000000000e+00
2.113408939292861888e+00 1.199207408153153687e-01 9.432821208910897592e-01 1.000000000000000000e+00
2.115410273515677453e+00 2.520786212497317935e-01 9.832890215079843621e-01 1.000000000000000000e+00
2.117411607738492574e+00 6.163835099931819217e-01 9.691346274548573447e-01 1.000000000000000000e+00
2.119412941961307695e+00 1.693778025118574782e+00 9.479674555848396356e-01 1.000000000000000000e+00
2.121414276184122816e+00 2.127758130400401737e-01 9.631304610827950974e-01 1.000000000000000000e+00
2.123415610406937937e+00 7.473740172642758806e-01 9.759823028576990467e-01 1.000000000000000000e+00
2.125416944629753502e+00 2.696526162899777201e-01 9.368592661563202029e-01 1.000000000000000000e+00
2.127418278852568623e+00 8.088800961831103808e-02 9.376528565706481189e-01 1.000000000000000000e+00
2.129419613075383744e+00 2.446979165214265284e-01 9.481339723830644051e-01 1.000000000000000000e+00
2.131420947298198865e+00 1.026821858441840041e+00 9.671892017334269287e-01 1.000000000000000000e+00
2.133422281521013986e+00 1.850824170631002241e+00 9.927406699180184591e-01 1.000000000000000000e+00
2.135423615743829551e+00 2.137324985198076899e+00 9.513323473407241382e-01 1.000000000000000000e+00
2.137424949966644672e+00 7.299222319598237529e-01 9.490962563263942720e-01 1.000000000000000000e+00
2.139426284189459793e+00 5.225241664532899177e-01 9.435814402239323107e-01 1.000000000000000000e+00
2.141427618412274914e+00 1.016243458381185238e+00 9.264715791042148485e-01 1.000000000000000000e+00
2.143428952635090035e+00 9.230429968561872089e-02 8.973381793757945202e-01 1.000000000000000000e+00
2.145430286857905600e+00 1.908818580423299049e-01 9.180094972814774046e-01 1.000000000000000000e+00
2.147431621080720721e+00 1.433279553692201891e-01 9.022468784777810669e-01 1.000000000000000000e+00
2.149432955303535842e+00 4.322427049379841124e-01 8.719746008462960773e-01 1.000000000000000000e+00
2.151434289526350963e+00 5.665704577162712363e-01 7.912509813813346504e-01 1.000000000000000000e+00
2.153435623749166083e+00 1.934151374536044743e-01 8.840864390958884655e-01 1.000000000000000000e+00
2.155436957971981649e+00 2.374664675020228710e+00 9.191078492119950649e-01 1.000000000000000000e+00
2.157438292194796770e+00 7.713161161797499332e-01 9.156667009759593689e-01 1.000000000000000000e+00
2.159439626417611890e+00 1.283306848461716942e+00 9.351235169339620068e-01 1.000000000000000000e+00
2.161440960640427011e+00 6.930621904155266355e-01 9.024746603411137880e-01 1.000000000000000000e+00
2.163442294863242132e+00 8.809759865779349663e-01 9.221609288422659700e-01 1.000000000000000000e+00
2.165443629086057697e+00 5.458180042044342706e-01 9.250582559993525411e-01 1.000000000000000000e+00
2.167444963308872818e+00 1.379668034253113962e-01 9.279507700924736202e-01 1.000000000000000000e+00
2.169446297531687939e+00 7.077827071330993203e-01 9.427033841068472864e-01 1.000000000000000000e+00
2.171447631754503060e+00 2.408401809223789769e+00 9.722126834279953833e-01 1.000000000000000000e+00
2.173448965977318181e+00 1.536320265321482248e+00 9.556207706844723759e-01 1.000000000000000000e+00
2.175450300200133746e+00 3.571674888500507294e-01 9.357490881295217333e-01 1.000000000000000000e+00
2.177451634422948867e+00 7.277251753601635675e-01 9.029851607804062485e-01 1.000000000000000000e+00
2.179452968645763988e+00 1.398830788997413865e+00 9.374281340713785937e-01 1.000000000000000000e+00
2.181454302868579109e+00 9.797213037349971065e-01 9.881913757037166235e-01 1.000000000000000000e+00
2.183455637091394230e+00 7.137807030005011155e-02 9.828391357837328313e-01 1.000000000000000000e+00
2.185456971314209795e+00 8.898181225608213785e-01 9.883653369103471142e-01 1.000000000000000000e+00
2.187458305537024916e+00 2.137028981291894114e-01 9.924861627750350968e-01 1.000000000000000000e+00
2.189459639759840037e+00 1.310848918756871928e+00 1.007315223620751432e+00 1.000000000000000000e+00
2.191460973982655158e+00 3.353367858728283357e-01 1.011108093017801357e+00 1.000000000000000000e+00
2.193462308205470279e+00 5.483446490224678449e+00 1.000263843809646502e+00 1.000000000000000000e+00
2.195463642428285844e+00 1.555798555575690578e+00 1.009022856958149195e+00 1.000000000000000000e+00
2.197464976651100965e+00 1.109915435722698684e-01 9.528875406225799649e-01 1.000000000000000000e+00
2.199466310873916086e+00 1.414112964271290629e+00 9.358149202006684764e-01 1.000000000000000000e+00
2.201467645096731207e+00 3.551749048117958107e-01 9.134499348659492757e-01 1.000000000000000000e+00
2.203468979319546328e+00 1.019912821587279250e+00 9.190126846754376189e-01 1.000000000000000000e+00
2.205470313542361893e+00 8.661644307048252944e-01 9.209206991103957574e-01 1.000000000000000000e+00
2.207471647765177014e+00 3.882456941079445722e-01 9.114378248050206688e-01 1.000000000000000000e+00
2.209472981987992135e+00 6.857451842076353055e-01 9.704634541904160194e-01 1.000000000000000000e+00
2.211474316210807256e+00 1.454579188688494451e+00 9.839046125190464842e-01 1.000000000000000000e+00
2.213475650433622377e+00 3.465534359573983481e-01 9.366762085886357614e-01 1.000000000000000000e+00
2.215476984656437942e+00 1.036085185878022008e+00 9.296156740726242429e-01 1.000000000000000000e+00
2.217478318879253063e+00 7.940039638843423564e-01 9.324258479638936059e-01 1.000000000000000000e+00
2.219479653102068184e+00 2.142084136889690349e+00 9.168672970111080289e-01 1.000000000000000000e+00
2.221480987324883305e+00 2.603817073379144809e+00 9.208625682642077592e-01 1.000000000000000000e+00
2.223482321547698870e+00 7.968016216618521996e-01 9.066906035371458117e-01 1.000000000000000000e+00
2.225483655770513991e+00 3.188785458768032544e-01 9.519620688176505530e-01 1.000000000000000000e+00
2.227484989993329112e+00 3.598357184945424891e-01 9.917376289192680883e-01 1.000000000000000000e+00
2.229486324216144233e+00 7.513194500435883549e-01 1.015143285604923395e+00 1.000000000000000000e+00
2.231487658438959354e+00 5.877503502170281502e-01 9.905397213156351688e-01 1.000000000000000000e+00
2.233488992661774919e+00 1.219562401819223457e-01 1.047301618582433758e+00 1.000000000000000000e+00
2.235490326884590040e+00 5.525346765422245454e-01 9.156991668936658169e-01 1.000000000000000000e+00
2.237491661107405161e+00 7.311670526188601693e-02 8.823904504810713423e-01 1.000000000000000000e+00
2.239492995330220282e+00 7.133867888137543356e-02 8.831375708115383194e-01 1.000000000000000000e+00
2.241494329553035403e+00 3.663424497382269940e-01 9.026379396742486572e-01 1.000000000000000000e+00
2.243495663775850968e+00 9.211349326045514818e-01 9.008948281283502002e-01 1.000000000000000000e+00
2.245496997998666089e+00 9.592045784112165352e-01 8.823738312467906963e-01 1.000000000000000000e+00
2.247498332221481210e+00 1.570201576840591640e-01 8.839050407078603566e-01 1.000000000000000000e+00
2.249499666444296331e+00 2.558017608226518025e+00 8.868788235021936028e-01 1.000000000000000000e+00
2.251501000667111452e+00 1.258870198606944601e+00 8.841559978412226739e-01 1.000000000000000000e+00
2.253502334889927017e+00 4.720372480769544077e-01 8.534062134021066504e-01 1.000000000000000000e+00
2.255503669112742138e+00 1.246838350165011988e+00 8.996559050618045950e-01 1.000000000000000000e+00
2.257505003335557259e+00 4.723846183920912822e-01 8.824211892914658462e-01 1.000000000000000000e+00
2.259506337558372380e+00 8.982458629595652111e-02 8.712516068998850116e-01 1.000000000000000000e+00
2.261507671781187501e+00 1.562636910374498367e+00 8.422421106087859544e-01 1.000000000000000000e+00
2.263509006004003066e+00 3.986707499254615317e-01 8.663837171048589525e-01 1.000000000000000000e+00
2.265510340226818187e+00 1.927508146800742006e+00 8.742985683677322317e-01 1.000000000000000000e+00
2.267511674449633308e+00 2.520616086727142768e+00 8.754240134577933041e-01 1.000000000000000000e+00
2.269513008672448429e+00 1.173334822241060005e+00 9.107949142414075716e-01 1.000000000000000000e+00
2.271514342895263550e+00 3.021027828960539119e-01 9.205058621712005618e-01 1.000000000000000000e+00
2.273515677118079115e+00 2.662574573811574030e+00 9.140394393200912404e-01 1.000000000000000000e+00
2.275517011340894236e+00 8.774597098518768790e-02 9.481747278631857956e-01 1.000000000000000000e+00
2.277518345563709357e+00 1.901411826593140675e-01 9.704872106210435945e-01 1.000000000000000000e+00
2.279519679786524478e+00 1.416234771214182342e-01 9.820743730974818009e-01 1.000000000000000000e+00
2.281521014009339599e+00 2.213628087642416364e+00 9.995296696657594016e-01 1.000000000000000000e+00
2.283522348232155164e+00 2.837073314299560223e-01 1.081045526730311845e+00 1.000000000000000000e+00
2.285523682454970285e+00 2.605519494433414240e-01 1.118325426658921984e+00 1.000000000000000000e+00
2.287525016677785406e+00 9.289440186086791451e-01 1.117992373097140835e+00 1.000000000000000000e+00
2.289526350900600526e+00 5.101707886756111643e-01 1.147160376732896392e+00 1.000000000000000000e+00
2.291527685123415647e+00 5.741093321078276634e-01 1.098094224566692478e+00 1.000000000000000000e+00
2.293529019346231212e+00 1.938380266847347100e-01 1.083995950867160829e+00 1.000000000000000000e+00
2.295530353569046333e+00 2.242790794005010913e+00 1.073322070992884125e+00 1.000000000000000000e+00
2.297531687791861454e+00 3.294618392941358609e-01 1.060084870164235138e+00 1.000000000000000000e+00
2.299533022014676575e+00 3.360510858295353565e-01 1.062834675122483308e+00 1.000000000000000000e+00
2.301534356237491696e+00 9.526947889546240056e-01 1.095053058593216555e+00 1.000000000000000000e+00
2.303535690460307261e+00 3.593622939718136511e+00 1.057535641868164067e+00 1.000000000000000000e+00
2.305537024683122382e+00 1.121310523439661644e+00 1.088056403807312167e+00 1.000000000000000000e+00
2.307538358905937503e+00 3.650217945693016164e-01 1.047488912877940548e+00 1.000000000000000000e+00
2.309539693128752624e+00 1.810042650622732729e+00 1.016924889987841807e+00 1.000000000000000000e+00
2.311541027351567745e+00 1.149468315165091514e+00 1.030055706721457298e+00 1.000000000000000000e+00
2.313542361574383310e+00 3.226270133215466962e-01 1.099316002081457189e+00 1.000000000000000000e+00
2.315543695797198431e+00 1.521503070448797512e+00 1.046614365397729340e+00 1.000000000000000000e+00
2.317545030020013552e+00 1.467346469614395410e+00 1.045824489548437208e+00 1.000000000000000000e+00
2.319546364242828673e+00 5.481903667958550885e-01 1.043092505774901868e+00 1.000000000000000000e+00
2.321547698465643794e+00 7.870058381807578662e-01 1.059079024770917421e+00 1.000000000000000000e+00
