# tau K_raw K_smooth K_GUE
5.763842561707805956e-01 1.339293608018019832e-01 5.281152548015515258e-01 5.763842561707805956e-01
5.783855903935958276e-01 1.157112768971857164e-01 5.370021309606872739e-01 5.783855903935958276e-01
5.803869246164109486e-01 2.811948835665421809e-02 5.474455764654212464e-01 5.803869246164109486e-01
5.823882588392261805e-01 1.247070966277969539e+00 5.464486901878795599e-01 5.823882588392261805e-01
5.843895930620414125e-01 5.431866177959498998e-01 5.400510523016387454e-01 5.843895930620414125e-01
5.863909272848566445e-01 1.760497022324352345e+00 5.475909249583712501e-01 5.863909272848566445e-01
5.883922615076718765e-01 3.088673614353009689e-01 5.878513049774000132e-01 5.883922615076718765e-01
5.903935957304869975e-01 2.802185773637150268e-01 5.813702330937462470e-01 5.903935957304869975e-01
5.923949299533022295e-01 8.418496658593662696e-01 5.758918013778869804e-01 5.923949299533022295e-01
5.943962641761174615e-01 1.801654375721017665e-01 5.579812935911496741e-01 5.943962641761174615e-01
5.963975983989326934e-01 8.476850417015051598e-01 5.348917926401158818e-01 5.963975983989326934e-01
5.983989326217479254e-01 8.530013201438253478e-01 5.291644023241202088e-01 5.983989326217479254e-01
6.004002668445630464e-01 2.999213664772107935e-01 5.297703564592206593e-01 6.004002668445630464e-01
6.024016010673782784e-01 2.876532102343587385e-03 4.727576488504257046e-01 6.024016010673782784e-01
6.044029352901935104e-01 7.208507277971984983e-01 4.813159768170300334e-01 6.044029352901935104e-01
6.064042695130087424e-01 1.476697714291939523e+00 4.780390895577714683e-01 6.064042695130087424e-01
6.084056037358239744e-01 1.848262547485515772e-02 4.906280315541687864e-01 6.084056037358239744e-01
6.104069379586390953e-01 2.414144346136311570e-01 4.918767820182579631e-01 6.104069379586390953e-01
6.124082721814543273e-01 2.659475967687955494e-02 5.073980222470739765e-01 6.124082721814543273e-01
6.144096064042695593e-01 3.287491162842895998e-01 4.941146431980093512e-01 6.144096064042695593e-01
6.164109406270847913e-01 2.397727279419820390e-01 4.968885677745121798e-01 6.164109406270847913e-01
6.184122748499000233e-01 4.178794260128171900e-01 4.940837814885113977e-01 6.184122748499000233e-01
6.204136090727151442e-01 7.065310277549601281e-01 4.971267852774667317e-01 6.204136090727151442e-01
6.224149432955303762e-01 6.290664359991735011e-02 5.002533686932002510e-01 6.224149432955303762e-01
6.244162775183456082e-01 2.449554529071882869e-01 5.185776601726852508e-01 6.244162775183456082e-01
6.264176117411608402e-01 3.956311367837078707e-01 5.065802313072296226e-01 6.264176117411608402e-01
6.284189459639760722e-01 2.489606100217685025e+00 4.834075702141001352e-01 6.284189459639760722e-01
6.304202801867911932e-01 5.183012568025500144e-01 5.363574400983276425e-01 6.304202801867911932e-01
6.324216144096064252e-01 1.063313345345162815e-02 5.367880183469879718e-01 6.324216144096064252e-01
6.344229486324216571e-01 2.417715130163826664e-01 5.309015475289253772e-01 6.344229486324216571e-01
6.364242828552368891e-01 1.691064549287339402e-01 5.429063491129879626e-01 6.364242828552368891e-01
6.384256170780521211e-01 3.803596726605074085e-01 5.234641561667181531e-01 6.384256170780521211e-01
6.404269513008673531e-01 2.591652524170299232e-01 5.106696811826757498e-01 6.404269513008673531e-01
6.424282855236824741e-01 3.239750871386615216e-01 5.343382248254915368e-01 6.424282855236824741e-01
6.444296197464977061e-01 3.843091163427294621e-01 5.390654530354928031e-01 6.444296197464977061e-01
6.464309539693129381e-01 6.331309460164679104e-01 5.575631789701886998e-01 6.464309539693129381e-01
6.484322881921281700e-01 7.732225903416218848e-01 5.264484297710477767e-01 6.484322881921281700e-01
6.504336224149434020e-01 8.414314878508698248e-02 5.386759759356815058e-01 6.504336224149434020e-01
6.524349566377585230e-01 6.581206380804273115e-01 5.360815376353063044e-01 6.524349566377585230e-01
6.544362908605737550e-01 3.415228654481581860e-01 6.086520954881968759e-01 6.544362908605737550e-01
6.564376250833889870e-01 7.814976748568586151e-01 6.174234763979096208e-01 6.564376250833889870e-01
6.584389593062042190e-01 1.893312307576847098e-02 6.164121140317582181e-01 6.584389593062042190e-01
6.604402935290194510e-01 2.404744322443534976e-01 6.345218560017470422e-01 6.604402935290194510e-01
6.624416277518345719e-01 1.563094084017300212e-01 6.239418954564357467e-01 6.624416277518345719e-01
6.644429619746498039e-01 1.998366916936855198e+00 6.333675853445372983e-01 6.644429619746498039e-01
6.664442961974650359e-01 5.129203431226563026e-02 6.926451404653444222e-01 6.664442961974650359e-01
6.684456304202802679e-01 8.104179175060447493e-01 6.893991134088255368e-01 6.684456304202802679e-01
6.704469646430954999e-01 2.479812026688628102e+00 6.287567539004654815e-01 6.704469646430954999e-01
6.724482988659106208e-01 2.978722855587863649e-01 6.397348776592665098e-01 6.724482988659106208e-01
6.744496330887258528e-01 6.005043623188025537e-01 6.466952607244419449e-01 6.744496330887258528e-01
6.764509673115410848e-01 6.723623025186636903e-01 6.610983762511477568e-01 6.764509673115410848e-01
6.784523015343563168e-01 5.055513090444372498e-02 6.656427646063622916e-01 6.784523015343563168e-01
6.804536357571715488e-01 3.284278457980903121e-01 6.659270975632984868e-01 6.804536357571715488e-01
6.824549699799866698e-01 1.270331655832659168e+00 7.040917013942273872e-01 6.824549699799866698e-01
6.844563042028019018e-01 1.966928887123952363e-01 7.054108467526465365e-01 6.844563042028019018e-01
6.864576384256171337e-01 1.479257491119729373e+00 6.997126886823687997e-01 6.864576384256171337e-01
6.884589726484323657e-01 2.009929971271596227e-01 6.879850562533752489e-01 6.884589726484323657e-01
6.904603068712475977e-01 5.198120182248419097e-01 6.729027584471353185e-01 6.904603068712475977e-01
6.924616410940627187e-01 1.350424642982487045e-01 6.862616941595501840e-01 6.924616410940627187e-01
6.944629753168779507e-01 3.001987631645392174e+00 6.737838311758606036e-01 6.944629753168779507e-01
6.964643095396931827e-01 6.883757335825106960e-01 7.025574855942342545e-01 6.964643095396931827e-01
6.984656437625084147e-01 1.983068709297737542e-01 6.880631852148966221e-01 6.984656437625084147e-01
7.004669779853236466e-01 1.160378846782358808e+00 6.997335992479214450e-01 7.004669779853236466e-01
7.024683122081387676e-01 2.727526453971960696e-01 7.046228206098276159e-01 7.024683122081387676e-01
7.044696464309539996e-01 4.493599290120813272e-01 7.191615712022296769e-01 7.044696464309539996e-01
7.064709806537692316e-01 2.675335212860282308e+00 6.794503423184981017e-01 7.064709806537692316e-01
7.084723148765844636e-01 2.625440274664319618e-01 6.800415316076304784e-01 7.084723148765844636e-01
7.104736490993996956e-01 3.269360374916951018e-03 6.866808326005242602e-01 7.104736490993996956e-01
7.124749833222148165e-01 9.684043309133981703e-01 6.272823925596249239e-01 7.124749833222148165e-01
7.144763175450300485e-01 2.960088391256424645e-01 6.279269511932881187e-01 7.144763175450300485e-01
7.164776517678452805e-01 8.322992496113240657e-01 6.175118162320218929e-01 7.164776517678452805e-01
7.184789859906605125e-01 3.554263774925239261e-01 6.291787438450514580e-01 7.184789859906605125e-01
7.204803202134757445e-01 3.920173238948956307e-01 6.329323983751120597e-01 7.204803202134757445e-01
7.224816544362908655e-01 1.823914009485119836e+00 6.410946837812511179e-01 7.224816544362908655e-01
7.244829886591060975e-01 3.780600468338431996e-01 6.125454750599705900e-01 7.244829886591060975e-01
7.264843228819213294e-01 1.506846354613443073e-01 6.171291556060436445e-01 7.264843228819213294e-01
7.284856571047365614e-01 1.522980164277313586e-01 5.993505119372380952e-01 7.284856571047365614e-01
7.304869913275517934e-01 1.548483802857842928e-01 6.036178789150294932e-01 7.304869913275517934e-01
7.324883255503670254e-01 6.318595129940931532e-01 5.955475200627790011e-01 7.324883255503670254e-01
7.344896597731821464e-01 1.465282557491570381e-01 5.957632192876548549e-01 7.344896597731821464e-01
7.364909939959973784e-01 1.521242696601475819e+00 5.257088827962512756e-01 7.364909939959973784e-01
7.384923282188126104e-01 1.872313593040179636e-01 5.226919113803103478e-01 7.384923282188126104e-01
7.404936624416278423e-01 4.974200984297839634e-01 5.238616410307824767e-01 7.404936624416278423e-01
7.424949966644430743e-01 4.409325080825073906e-01 5.076191821850360997e-01 7.424949966644430743e-01
7.444963308872581953e-01 7.523981826902166326e-01 5.035131226491317280e-01 7.444963308872581953e-01
7.464976651100734273e-01 3.702065327038648879e-01 5.275309411638240409e-01 7.464976651100734273e-01
7.484989993328886593e-01 7.553079516669167215e-02 4.980804945777077553e-01 7.484989993328886593e-01
7.505003335557038913e-01 1.082629258214687473e+00 4.960692251526445662e-01 7.505003335557038913e-01
7.525016677785191233e-01 4.447598501175147045e-02 5.046256323923912213e-01 7.525016677785191233e-01
7.545030020013342442e-01 3.242991895389821799e-01 4.905023291705991606e-01 7.545030020013342442e-01
7.565043362241494762e-01 1.734838289068839634e-01 4.912409484374197777e-01 7.565043362241494762e-01
7.585056704469647082e-01 1.150706334652874752e+00 5.010585458574732254e-01 7.585056704469647082e-01
7.605070046697799402e-01 2.044549666369295804e-01 4.954367679334013008e-01 7.605070046697799402e-01
7.625083388925951722e-01 6.630815474497929740e-01 4.951982911571020662e-01 7.625083388925951722e-01
7.645096731154102931e-01 9.981409826015850972e-02 4.768007141072023725e-01 7.645096731154102931e-01
7.665110073382255251e-01 3.846237911013898891e-01 4.774818588542932840e-01 7.665110073382255251e-01
7.685123415610407571e-01 7.503331006987007390e-01 4.754762149692018935e-01 7.685123415610407571e-01
7.705136757838559891e-01 3.759550432166061107e-01 5.246917712948606649e-01 7.705136757838559891e-01
7.725150100066712211e-01 1.889273052825735932e-01 5.448156353757405146e-01 7.725150100066712211e-01
7.745163442294863421e-01 1.438861325181558237e-01 5.620415087463593862e-01 7.745163442294863421e-01
7.765176784523015741e-01 1.297598354978459212e-01 5.822373387155282964e-01 7.765176784523015741e-01
7.785190126751168060e-01 5.646799055289311031e-01 5.545507062200087933e-01 7.785190126751168060e-01
7.805203468979320380e-01 2.462657865991333683e-01 5.759949026050686927e-01 7.805203468979320380e-01
7.825216811207472700e-01 4.944380341067592943e-01 5.775577701691854138e-01 7.825216811207472700e-01
7.845230153435623910e-01 1.044042044251141527e-01 5.686086394926408438e-01 7.845230153435623910e-01
7.865243495663776230e-01 1.434090488114464490e+00 5.693679242006981500e-01 7.865243495663776230e-01
7.885256837891928550e-01 1.467866902829514597e+00 5.656862912535405297e-01 7.885256837891928550e-01
7.905270180120080870e-01 1.800819810388450681e-01 5.911069038281053789e-01 7.905270180120080870e-01
7.925283522348233189e-01 3.540820572045313974e-01 5.727450399636099254e-01 7.925283522348233189e-01
7.945296864576384399e-01 3.893488988199205747e-01 5.755965325321941162e-01 7.945296864576384399e-01
7.965310206804536719e-01 3.262922290652902624e-01 5.884991908086742995e-01 7.965310206804536719e-01
7.985323549032689039e-01 1.234820743833513923e+00 5.980153484751654647e-01 7.985323549032689039e-01
8.005336891260841359e-01 1.249334826055756437e-01 5.973210546589886594e-01 8.005336891260841359e-01
8.025350233488993679e-01 3.822397760666269018e-01 5.960202281215096765e-01 8.025350233488993679e-01
8.045363575717144888e-01 1.069613350439231336e+00 6.080474794760220014e-01 8.045363575717144888e-01
8.065376917945297208e-01 4.059869814645695740e-01 6.378615171153118046e-01 8.065376917945297208e-01
8.085390260173449528e-01 6.845323617259566062e-02 6.344276967747686236e-01 8.085390260173449528e-01
8.105403602401601848e-01 2.170135825779740291e+00 6.339824515281092809e-01 8.105403602401601848e-01
8.125416944629754168e-01 9.799268076018624596e-01 6.582244470609288634e-01 8.125416944629754168e-01
8.145430286857906488e-01 1.338120321189464779e+00 6.616923240550345309e-01 8.145430286857906488e-01
8.165443629086057697e-01 9.745572844850811656e-01 6.893842711765703068e-01 8.165443629086057697e-01
8.185456971314210017e-01 3.860907642851749144e-01 6.960262893651967264e-01 8.185456971314210017e-01
8.205470313542362337e-01 1.066443411091478444e+00 7.241940231778236647e-01 8.205470313542362337e-01
8.225483655770514657e-01 5.614976685585656435e-01 7.359948088082021167e-01 8.225483655770514657e-01
8.245496997998666977e-01 7.401815034418504635e-02 7.817259010187679324e-01 8.245496997998666977e-01
8.265510340226818187e-01 7.835288557205675186e-01 8.189172057821203499e-01 8.265510340226818187e-01
8.285523682454970507e-01 2.192595818704023702e-01 8.313293148089520024e-01 8.285523682454970507e-01
8.305537024683122826e-01 1.117775910723848076e+00 8.284938843102391814e-01 8.305537024683122826e-01
8.325550366911275146e-01 3.297928397703754899e-01 8.336238871803928197e-01 8.325550366911275146e-01
8.345563709139427466e-01 1.613871803237005575e-01 9.008073848653824767e-01 8.345563709139427466e-01
8.365577051367578676e-01 8.533081788746705865e-01 9.004757272563153059e-01 8.365577051367578676e-01
8.385590393595730996e-01 5.636462932330217335e-01 8.970957382562103621e-01 8.385590393595730996e-01
8.405603735823883316e-01 1.122240288189628510e+00 9.157629448933692906e-01 8.405603735823883316e-01
8.425617078052035636e-01 1.511210786002866180e-01 9.311609738786790214e-01 8.425617078052035636e-01
8.445630420280187955e-01 1.156198852984794634e+00 9.595662995814583374e-01 8.445630420280187955e-01
8.465643762508339165e-01 1.322189641471043897e+00 9.387396866046406885e-01 8.465643762508339165e-01
8.485657104736491485e-01 2.438371571391207415e-01 9.517686811950483161e-01 8.485657104736491485e-01
8.505670446964643805e-01 7.320780455856691349e-01 9.622023084165388651e-01 8.505670446964643805e-01
8.525683789192796125e-01 1.369876860062204882e+00 9.179157651140802399e-01 8.525683789192796125e-01
8.545697131420948445e-01 3.311102620409090425e-01 9.328650378636107465e-01 8.545697131420948445e-01
8.565710473649099654e-01 1.279255964501124998e+00 9.663287352012279730e-01 8.565710473649099654e-01
8.585723815877251974e-01 4.020825812315261816e-01 9.921927338688598663e-01 8.585723815877251974e-01
8.605737158105404294e-01 1.719556991846631355e+00 1.007067355277726728e+00 8.605737158105404294e-01
8.625750500333556614e-01 7.300979974446555332e-01 1.019981350175613422e+00 8.625750500333556614e-01
8.645763842561708934e-01 2.369412814739956907e+00 1.030612552796523751e+00 8.645763842561708934e-01
8.665777184789860144e-01 1.629247699722564446e+00 1.031894106658408194e+00 8.665777184789860144e-01
8.685790527018012464e-01 1.942986958214558246e+00 1.017628218345145719e+00 8.685790527018012464e-01
8.705803869246164783e-01 1.351614252382292269e+00 1.013809235661448760e+00 8.705803869246164783e-01
8.725817211474317103e-01 3.904120987151445399e-01 9.961687376239170000e-01 8.725817211474317103e-01
8.745830553702469423e-01 3.108605462289110832e+00 9.928947111695894945e-01 8.745830553702469423e-01
8.765843895930620633e-01 3.757509368481632417e-01 1.006405036045756818e+00 8.765843895930620633e-01
8.785857238158772953e-01 1.877126800609887902e-01 9.934045754331558564e-01 8.785857238158772953e-01
8.805870580386925273e-01 2.000176215957027104e+00 1.019431806289072151e+00 8.805870580386925273e-01
8.825883922615077593e-01 7.562526710032775323e-01 1.021323154420629375e+00 8.825883922615077593e-01
8.845897264843229912e-01 1.546858129880575916e+00 1.036728203335673282e+00 8.845897264843229912e-01
8.865910607071381122e-01 2.157222183897062051e-01 1.023695615143293214e+00 8.865910607071381122e-01
8.885923949299533442e-01 9.401757596712876364e-01 1.003742620361887994e+00 8.885923949299533442e-01
8.905937291527685762e-01 4.962319522537038674e-01 9.983882052858923384e-01 8.905937291527685762e-01
8.925950633755838082e-01 3.543875503789357118e-01 1.026631086553272620e+00 8.925950633755838082e-01
8.945963975983990402e-01 1.592846990332613677e+00 9.959748606475928856e-01 8.945963975983990402e-01
8.965977318212141611e-01 2.710131912031772838e+00 1.004327299015603803e+00 8.965977318212141611e-01
8.985990660440293931e-01 2.034981229857988794e+00 9.916440146086469287e-01 8.985990660440293931e-01
9.006004002668446251e-01 9.959502420487187369e-01 9.861911328791648224e-01 9.006004002668446251e-01
9.026017344896598571e-01 1.595917201904835547e+00 9.459121215046730757e-01 9.026017344896598571e-01
9.046030687124750891e-01 9.973769760158832653e-01 9.556106249671664221e-01 9.046030687124750891e-01
9.066044029352903211e-01 1.265618586814424573e-01 9.116584566047860605e-01 9.066044029352903211e-01
9.086057371581054420e-01 1.986274348768117537e-01 8.993036618699679074e-01 9.086057371581054420e-01
9.106070713809206740e-01 6.268129183882420463e-02 8.749090104484769093e-01 9.106070713809206740e-01
9.126084056037359060e-01 3.945154911850415336e-01 8.492637829693618912e-01 9.126084056037359060e-01
9.146097398265511380e-01 1.955577551429542593e-01 8.480118763956397965e-01 9.146097398265511380e-01
9.166110740493663700e-01 7.153105002465647289e-01 8.280366979208586553e-01 9.166110740493663700e-01
9.186124082721814910e-01 3.202892937580246735e-01 8.396415917451921507e-01 9.186124082721814910e-01
9.206137424949967230e-01 1.630762758325587480e+00 8.445561291252536851e-01 9.206137424949967230e-01
9.226150767178119549e-01 1.199785561583474935e+00 8.100093277235523859e-01 9.226150767178119549e-01
9.246164109406271869e-01 7.827280841170989323e-01 7.947240239417368013e-01 9.246164109406271869e-01
9.266177451634424189e-01 6.218627370972161783e-01 7.797658478825897355e-01 9.266177451634424189e-01
9.286190793862575399e-01 5.041168554334239937e-01 7.772810545951075456e-01 9.286190793862575399e-01
9.306204136090727719e-01 2.430613902328997503e-02 7.631499756854965844e-01 9.306204136090727719e-01
9.326217478318880039e-01 1.890036177548258145e+00 7.930874855879728180e-01 9.326217478318880039e-01
9.346230820547032359e-01 1.129715979293426653e-01 7.857517795503559110e-01 9.346230820547032359e-01
9.366244162775184678e-01 6.735602351293509260e-01 7.606803866948995685e-01 9.366244162775184678e-01
9.386257505003335888e-01 7.592413038158928318e-01 6.953425381969888797e-01 9.386257505003335888e-01
9.406270847231488208e-01 1.785144303227589879e-01 6.504181280360135098e-01 9.406270847231488208e-01
9.426284189459640528e-01 6.811752549247204747e-02 6.291308408642306560e-01 9.426284189459640528e-01
9.446297531687792848e-01 1.127736639406887509e+00 6.536308475072145630e-01 9.446297531687792848e-01
9.466310873915945168e-01 5.673739118823618588e-01 6.795698459428993754e-01 9.466310873915945168e-01
9.486324216144096377e-01 1.122701115595021504e+00 6.785550270545704921e-01 9.486324216144096377e-01
9.506337558372248697e-01 9.428062499334248781e-01 7.029778170072917831e-01 9.506337558372248697e-01
9.526350900600401017e-01 3.001599257385757502e-01 7.159657699704375933e-01 9.526350900600401017e-01
9.546364242828553337e-01 3.390839291925412113e-01 7.100406705201772750e-01 9.546364242828553337e-01
9.566377585056705657e-01 2.289623144823084377e+00 7.094826541630285810e-01 9.566377585056705657e-01
9.586390927284856867e-01 8.515515836458348309e-01 7.091446135516853433e-01 9.586390927284856867e-01
9.606404269513009186e-01 3.892087126435112565e-01 8.272794453477217980e-01 9.606404269513009186e-01
9.626417611741161506e-01 5.837573584872767229e-01 8.105704662347916756e-01 9.626417611741161506e-01
9.646430953969313826e-01 1.295552159488360944e-01 7.956979183706578418e-01 9.646430953969313826e-01
9.666444296197466146e-01 9.335729114555451069e-01 7.916389550195763736e-01 9.666444296197466146e-01
9.686457638425617356e-01 1.138456936029371147e-01 7.803422319316382083e-01 9.686457638425617356e-01
9.706470980653769676e-01 3.608015243772361158e-01 7.864874084482802452e-01 9.706470980653769676e-01
9.726484322881921996e-01 1.723669858255232334e+00 8.184775626652111002e-01 9.726484322881921996e-01
9.746497665110074315e-01 5.362360283664394101e-02 7.765334161719577022e-01 9.746497665110074315e-01
9.766511007338226635e-01 5.649198832589000796e-01 7.785033925020173884e-01 9.766511007338226635e-01
9.786524349566377845e-01 3.128012361743767039e-02 7.779611806061680346e-01 9.786524349566377845e-01
9.806537691794530165e-01 1.930804132579956034e-01 7.641983274908051849e-01 9.806537691794530165e-01
9.826551034022682485e-01 1.231714680056271299e-01 7.788962498856806249e-01 9.826551034022682485e-01
9.846564376250834805e-01 2.600417474267171958e+00 7.870530919378602164e-01 9.846564376250834805e-01
9.866577718478987125e-01 2.060875911878961464e+00 7.606414838032662384e-01 9.866577718478987125e-01
9.886591060707139444e-01 8.495428425995439625e-02 7.625464405106258114e-01 9.886591060707139444e-01
9.906604402935290654e-01 1.199961822938387712e+00 7.392090997791354035e-01 9.906604402935290654e-01
9.926617745163442974e-01 5.951873633277982023e-01 7.197547249900568822e-01 9.926617745163442974e-01
9.946631087391595294e-01 1.515864137243707055e-01 7.382129618870740817e-01 9.946631087391595294e-01
9.966644429619747614e-01 1.726790844998613572e-01 7.472560320748710128e-01 9.966644429619747614e-01
9.986657771847899934e-01 7.014508351814906506e-01 7.017799584558537251e-01 9.986657771847899934e-01
1.000667111407605114e+00 5.163817397395519038e+00 6.939374536278745120e-01 1.000000000000000000e+00
1.002668445630420457e+00 9.456946146954477994e-01 7.035798903541903293e-01 1.000000000000000000e+00
1.004669779853235578e+00 5.900110991539925243e-01 7.088990526209077991e-01 1.000000000000000000e+00
1.006671114076050699e+00 6.163105867227527401e-01 7.671732043718726413e-01 1.000000000000000000e+00
1.008672448298866042e+00 1.586970904917557601e-01 7.865836069672736963e-01 1.000000000000000000e+00
1.010673782521681163e+00 7.560690926157465075e-01 7.991796847361207767e-01 1.000000000000000000e+00
1.012675116744496506e+00 1.335902461917453765e+00 8.260317422265441856e-01 1.000000000000000000e+00
1.014676450967311627e+00 1.703261713248713227e-01 7.865873045714926182e-01 1.000000000000000000e+00
1.016677785190126748e+00 1.937406274617930746e-01 7.937608309153618702e-01 1.000000000000000000e+00
1.018679119412942091e+00 6.513295473995247553e-01 7.941102119400663684e-01 1.000000000000000000e+00
1.020680453635757212e+00 1.949643260860166871e-01 8.013133570694424002e-01 1.000000000000000000e+00
1.022681787858572555e+00 7.811292485126538621e-01 8.261171297640736988e-01 1.000000000000000000e+00
1.024683122081387676e+00 4.025480496318341594e-01 8.276650584599922755e-01 1.000000000000000000e+00
1.026684456304202797e+00 4.486070588852938967e-02 7.699691171846805293e-01 1.000000000000000000e+00
1.028685790527018140e+00 6.454771368841071277e-01 7.324758185429567359e-01 1.000000000000000000e+00
1.030687124749833261e+00 1.658701456039149980e-01 7.510607854799761229e-01 1.000000000000000000e+00
1.032688458972648604e+00 1.451768835812030645e-01 7.220063036827365499e-01 1.000000000000000000e+00
1.034689793195463725e+00 1.056947638516281263e+00 7.082092494130163285e-01 1.000000000000000000e+00
1.036691127418278846e+00 7.098498068922169946e-01 7.246207577130276967e-01 1.000000000000000000e+00
1.038692461641094189e+00 4.251041264433736977e-01 7.239126352284852572e-01 1.000000000000000000e+00
1.040693795863909310e+00 5.300088856986895358e-01 7.135441832840119236e-01 1.000000000000000000e+00
1.042695130086724653e+00 7.845486184224604864e-01 5.885869034752905238e-01 1.000000000000000000e+00
1.044696464309539774e+00 8.018430114226932082e-01 5.790528594748640678e-01 1.000000000000000000e+00
1.046697798532354895e+00 2.518795437738391652e+00 6.042979101610560511e-01 1.000000000000000000e+00
1.048699132755170238e+00 1.729399417866990918e+00 6.158457666140311204e-01 1.000000000000000000e+00
1.050700466977985359e+00 6.302848821256701317e-01 6.246580672450570137e-01 1.000000000000000000e+00
1.052701801200800702e+00 1.461735881484595989e+00 6.429024880330803660e-01 1.000000000000000000e+00
1.054703135423615823e+00 1.064479143981177794e-01 7.959502541035288203e-01 1.000000000000000000e+00
1.056704469646430944e+00 3.477381829352809151e-01 9.440181181338147542e-01 1.000000000000000000e+00
1.058705803869246287e+00 5.792445052717851706e-01 1.037954622953476402e+00 1.000000000000000000e+00
1.060707138092061408e+00 3.266090739218551753e-01 1.102198255423886719e+00 1.000000000000000000e+00
1.062708472314876751e+00 1.210035093737879874e+00 1.175659646293364169e+00 1.000000000000000000e+00
1.064709806537691872e+00 1.866365445382892063e-01 1.194954074540512501e+00 1.000000000000000000e+00
1.066711140760506993e+00 2.348838819793885591e-01 1.198730191413558188e+00 1.000000000000000000e+00
1.068712474983322336e+00 5.236506675682891521e-01 1.231404836012013781e+00 1.000000000000000000e+00
1.070713809206137457e+00 8.469379286777465321e-01 1.291777681444644221e+00 1.000000000000000000e+00
1.072715143428952800e+00 8.728069251562449449e-03 1.381958094858158903e+00 1.000000000000000000e+00
1.074716477651767921e+00 2.950813826927297864e-02 1.387036571556623521e+00 1.000000000000000000e+00
1.076717811874583042e+00 8.244582540248344138e-01 1.394815369984790721e+00 1.000000000000000000e+00
1.078719146097398385e+00 1.436460626336251156e-01 1.389357597862336924e+00 1.000000000000000000e+00
1.080720480320213506e+00 2.763443054580832503e-01 1.384067332979007858e+00 1.000000000000000000e+00
1.082721814543028849e+00 4.056892523794036060e-02 1.440046456075570802e+00 1.000000000000000000e+00
1.084723148765843970e+00 5.547988106779615514e-01 1.481085509683371937e+00 1.000000000000000000e+00
1.086724482988659091e+00 1.625058177287865391e+00 1.495911456746636947e+00 1.000000000000000000e+00
1.088725817211474434e+00 1.089772701294732249e+00 1.476687769857160548e+00 1.000000000000000000e+00
1.090727151434289555e+00 5.200014163638183584e-01 1.470467774844506748e+00 1.000000000000000000e+00
1.092728485657104898e+00 1.504090344924700284e+00 1.474475397178630853e+00 1.000000000000000000e+00
1.094729819879920019e+00 7.610860870805843170e+00 1.483818177592581389e+00 1.000000000000000000e+00
1.096731154102735140e+00 6.241108596566594002e+00 1.537119529831471709e+00 1.000000000000000000e+00
1.098732488325550483e+00 4.045137325067921452e+00 1.586624192521006727e+00 1.000000000000000000e+00
1.100733822548365604e+00 3.285318478686344523e+00 1.573882856308831180e+00 1.000000000000000000e+00
1.102735156771180947e+00 3.206881351734587327e+00 1.569778384484375344e+00 1.000000000000000000e+00
1.104736490993996068e+00 1.572200806645737581e+00 1.548671123887629175e+00 1.000000000000000000e+00
1.106737825216811189e+00 5.573688414267030655e-01 1.547609525792078777e+00 1.000000000000000000e+00
1.108739159439626532e+00 1.384521134425213296e+00 1.588700819157376598e+00 1.000000000000000000e+00
1.110740493662441652e+00 3.120763799621960377e+00 1.583829397300538400e+00 1.000000000000000000e+00
1.112741827885256996e+00 3.863267095558011732e+00 1.569715142266777885e+00 1.000000000000000000e+00
1.114743162108072116e+00 3.533944282182576724e-01 1.579683159225806710e+00 1.000000000000000000e+00
1.116744496330887459e+00 1.375878374071132892e+00 1.596862126398987058e+00 1.000000000000000000e+00
1.118745830553702580e+00 4.860811498716186008e-01 1.599009422003152991e+00 1.000000000000000000e+00
1.120747164776517701e+00 2.082032662268736845e-01 1.631791325732896869e+00 1.000000000000000000e+00
1.122748498999333044e+00 2.825152932657775562e+00 1.629270781469791540e+00 1.000000000000000000e+00
1.124749833222148165e+00 2.467149816342301349e+00 1.628464021688883046e+00 1.000000000000000000e+00
1.126751167444963508e+00 1.409706841016561851e+00 1.635526267968978154e+00 1.000000000000000000e+00
1.128752501667778629e+00 1.730624275269856183e+00 1.603170465300161940e+00 1.000000000000000000e+00
1.130753835890593750e+00 1.474379622348187091e+00 1.586831454096864880e+00 1.000000000000000000e+00
1.132755170113409093e+00 7.945973978247612424e-01 1.618956655533758227e+00 1.000000000000000000e+00
1.134756504336224214e+00 1.844789878456563947e+00 1.588312462566931149e+00 1.000000000000000000e+00
1.136757838559039557e+00 2.291803356192627650e+00 1.415309553998950864e+00 1.000000000000000000e+00
1.138759172781854678e+00 2.377429353206214735e+00 1.265563876924042486e+00 1.000000000000000000e+00
1.140760507004669799e+00 5.684972057258162043e-02 1.167601937329103556e+00 1.000000000000000000e+00
1.142761841227485142e+00 1.583257291191610960e-01 1.095587270533151969e+00 1.000000000000000000e+00
1.144763175450300263e+00 3.446374092712902737e-01 1.020903601416686346e+00 1.000000000000000000e+00
1.146764509673115606e+00 1.431110226207175651e-01 1.028370631165380411e+00 1.000000000000000000e+00
1.148765843895930727e+00 1.919626909956605010e+00 1.018603761145697062e+00 1.000000000000000000e+00
1.150767178118745848e+00 3.239223714379261820e-01 1.000825055491869175e+00 1.000000000000000000e+00
1.152768512341561191e+00 2.682534722935744353e-01 9.283347742117658008e-01 1.000000000000000000e+00
1.154769846564376312e+00 4.174167645717357655e-01 8.405209506112415463e-01 1.000000000000000000e+00
1.156771180787191655e+00 7.338457923696621865e-01 8.503039821221249905e-01 1.000000000000000000e+00
